subtitle_index,start_time,end_time,start_seconds,end_seconds,frame_count,diff_time_ms,timestamp,iso,shutter,fnum,ev,color_md,focal_len,latitude,longitude,rel_alt,abs_alt,ct
2141,"00:01:11,398","00:01:11,431",71.398,71.431,2141,33,2026-06-09 08:35:44.833,390.0,1/3200.0,1.8,0.0,default,24.0,32.104426,35.210162,31.4,731.982,5388.0
2142,"00:01:11,431","00:01:11,465",71.431,71.465,2142,34,2026-06-09 08:35:44.867,390.0,1/3200.0,1.8,0.0,default,24.0,32.104426,35.210162,31.4,731.982,5388.0
2143,"00:01:11,465","00:01:11,498",71.465,71.498,2143,33,2026-06-09 08:35:44.900,390.0,1/3200.0,1.8,0.0,default,24.0,32.104432,35.210175,31.4,731.982,5386.0
2144,"00:01:11,498","00:01:11,531",71.498,71.531,2144,33,2026-06-09 08:35:44.934,390.0,1/3200.0,1.8,0.0,default,24.0,32.104432,35.210175,31.4,731.982,5385.0
2145,"00:01:11,531","00:01:11,565",71.531,71.565,2145,34,2026-06-09 08:35:44.967,390.0,1/3200.0,1.8,0.0,default,24.0,32.104432,35.210175,31.4,731.982,5382.0
2146,"00:01:11,565","00:01:11,598",71.565,71.598,2146,33,2026-06-09 08:35:45.001,390.0,1/3200.0,1.8,0.0,default,24.0,32.104438,35.210189,31.4,731.982,5380.0
2147,"00:01:11,598","00:01:11,632",71.598,71.632,2147,34,2026-06-09 08:35:45.033,390.0,1/3200.0,1.8,0.0,default,24.0,32.104438,35.210189,31.4,731.982,5378.0
2148,"00:01:11,632","00:01:11,665",71.632,71.665,2148,33,2026-06-09 08:35:45.067,390.0,1/3200.0,1.8,0.0,default,24.0,32.104438,35.210189,31.4,731.982,5375.0
2149,"00:01:11,665","00:01:11,698",71.665,71.698,2149,33,2026-06-09 08:35:45.100,420.0,1/3200.0,1.8,0.0,default,24.0,32.104443,35.210202,31.4,731.982,5372.0
2150,"00:01:11,698","00:01:11,732",71.698,71.732,2150,34,2026-06-09 08:35:45.134,420.0,1/3200.0,1.8,0.0,default,24.0,32.104443,35.210202,31.4,731.982,5370.0
2151,"00:01:11,732","00:01:11,765",71.732,71.765,2151,33,2026-06-09 08:35:45.167,420.0,1/3200.0,1.8,0.0,default,24.0,32.104443,35.210202,31.4,731.982,5367.0
2152,"00:01:11,765","00:01:11,798",71.765,71.798,2152,33,2026-06-09 08:35:45.201,420.0,1/3200.0,1.8,0.0,default,24.0,32.104449,35.210215,31.4,731.982,5365.0
2153,"00:01:11,798","00:01:11,832",71.798,71.832,2153,34,2026-06-09 08:35:45.234,420.0,1/3200.0,1.8,0.0,default,24.0,32.104449,35.210215,31.4,731.982,5363.0
2154,"00:01:11,832","00:01:11,865",71.832,71.865,2154,33,2026-06-09 08:35:45.267,420.0,1/3200.0,1.8,0.0,default,24.0,32.104449,35.210215,31.4,731.982,5361.0
2155,"00:01:11,865","00:01:11,898",71.865,71.898,2155,33,2026-06-09 08:35:45.301,420.0,1/3200.0,1.8,0.0,default,24.0,32.104456,35.210229,31.4,731.982,5359.0
2156,"00:01:11,898","00:01:11,932",71.898,71.932,2156,34,2026-06-09 08:35:45.334,420.0,1/3200.0,1.8,0.0,default,24.0,32.104456,35.210229,31.4,731.982,5358.0
2157,"00:01:11,932","00:01:11,965",71.932,71.965,2157,33,2026-06-09 08:35:45.367,410.0,1/3200.0,1.8,0.0,default,24.0,32.104456,35.210229,31.4,731.982,5356.0
2158,"00:01:11,965","00:01:11,999",71.965,71.999,2158,34,2026-06-09 08:35:45.401,410.0,1/3200.0,1.8,0.0,default,24.0,32.104461,35.210241,31.4,731.982,5353.0
2159,"00:01:11,999","00:01:12,032",71.999,72.032,2159,33,2026-06-09 08:35:45.434,440.0,1/3200.0,1.8,0.0,default,24.0,32.104461,35.210241,31.4,731.982,5351.0
2160,"00:01:12,032","00:01:12,065",72.032,72.065,2160,33,2026-06-09 08:35:45.467,430.0,1/3200.0,1.8,0.0,default,24.0,32.104461,35.210241,31.4,731.982,5349.0
2161,"00:01:12,065","00:01:12,099",72.065,72.099,2161,34,2026-06-09 08:35:45.501,430.0,1/3200.0,1.8,0.0,default,24.0,32.104468,35.210255,31.5,732.082,5347.0
2162,"00:01:12,099","00:01:12,132",72.099,72.132,2162,33,2026-06-09 08:35:45.534,420.0,1/3200.0,1.8,0.0,default,24.0,32.104468,35.210255,31.5,732.082,5345.0
2163,"00:01:12,132","00:01:12,165",72.132,72.165,2163,33,2026-06-09 08:35:45.567,390.0,1/3200.0,1.8,0.0,default,24.0,32.104468,35.210255,31.5,732.082,5342.0
2164,"00:01:12,165","00:01:12,199",72.165,72.199,2164,34,2026-06-09 08:35:45.602,390.0,1/3200.0,1.8,0.0,default,24.0,32.104473,35.210268,31.5,732.082,5339.0
2165,"00:01:12,199","00:01:12,232",72.199,72.232,2165,33,2026-06-09 08:35:45.634,390.0,1/3200.0,1.8,0.0,default,24.0,32.104473,35.210268,31.5,732.082,5337.0
2166,"00:01:12,232","00:01:12,265",72.232,72.265,2166,33,2026-06-09 08:35:45.668,380.0,1/3200.0,1.8,0.0,default,24.0,32.104473,35.210268,31.5,732.082,5334.0
2167,"00:01:12,265","00:01:12,299",72.265,72.299,2167,34,2026-06-09 08:35:45.701,380.0,1/3200.0,1.8,0.0,default,24.0,32.104479,35.210281,31.5,732.082,5332.0
2168,"00:01:12,299","00:01:12,332",72.299,72.332,2168,33,2026-06-09 08:35:45.734,370.0,1/3200.0,1.8,0.0,default,24.0,32.104479,35.210281,31.5,732.082,5329.0
2169,"00:01:12,332","00:01:12,366",72.332,72.366,2169,34,2026-06-09 08:35:45.767,370.0,1/3200.0,1.8,0.0,default,24.0,32.104479,35.210281,31.5,732.082,5327.0
2170,"00:01:12,366","00:01:12,399",72.366,72.399,2170,33,2026-06-09 08:35:45.801,370.0,1/3200.0,1.8,0.0,default,24.0,32.104485,35.210295,31.5,732.082,5324.0
2171,"00:01:12,399","00:01:12,432",72.399,72.432,2171,33,2026-06-09 08:35:45.834,360.0,1/3200.0,1.8,0.0,default,24.0,32.104485,35.210295,31.5,732.082,5322.0
2172,"00:01:12,432","00:01:12,466",72.432,72.466,2172,34,2026-06-09 08:35:45.868,360.0,1/3200.0,1.8,0.0,default,24.0,32.104485,35.210295,31.5,732.082,5321.0
2173,"00:01:12,466","00:01:12,499",72.466,72.499,2173,33,2026-06-09 08:35:45.901,330.0,1/3200.0,1.8,0.0,default,24.0,32.104491,35.210308,31.5,732.082,5319.0
2174,"00:01:12,499","00:01:12,532",72.499,72.532,2174,33,2026-06-09 08:35:45.934,330.0,1/3200.0,1.8,0.0,default,24.0,32.104491,35.210308,31.5,732.082,5319.0
2175,"00:01:12,532","00:01:12,566",72.532,72.566,2175,34,2026-06-09 08:35:45.968,320.0,1/3200.0,1.8,0.0,default,24.0,32.104491,35.210308,31.5,732.082,5318.0
2176,"00:01:12,566","00:01:12,599",72.566,72.599,2176,33,2026-06-09 08:35:46.001,320.0,1/3200.0,1.8,0.0,default,24.0,32.104497,35.210322,31.5,732.082,5317.0
2177,"00:01:12,599","00:01:12,632",72.599,72.632,2177,33,2026-06-09 08:35:46.035,310.0,1/3200.0,1.8,0.0,default,24.0,32.104497,35.210322,31.5,732.082,5316.0
2178,"00:01:12,632","00:01:12,666",72.632,72.666,2178,34,2026-06-09 08:35:46.068,310.0,1/3200.0,1.8,0.0,default,24.0,32.104497,35.210322,31.5,732.082,5315.0
2179,"00:01:12,666","00:01:12,699",72.666,72.699,2179,33,2026-06-09 08:35:46.102,300.0,1/3200.0,1.8,0.0,default,24.0,32.104503,35.210334,31.5,732.082,5314.0
2180,"00:01:12,699","00:01:12,733",72.699,72.733,2180,34,2026-06-09 08:35:46.135,320.0,1/3200.0,1.8,0.0,default,24.0,32.104503,35.210334,31.5,732.082,5312.0
2181,"00:01:12,733","00:01:12,766",72.733,72.766,2181,33,2026-06-09 08:35:46.168,310.0,1/3200.0,1.8,0.0,default,24.0,32.104503,35.210334,31.5,732.082,5311.0
2182,"00:01:12,766","00:01:12,799",72.766,72.799,2182,33,2026-06-09 08:35:46.201,310.0,1/3200.0,1.8,0.0,default,24.0,32.104509,35.210348,31.5,732.082,5309.0
2183,"00:01:12,799","00:01:12,833",72.799,72.833,2183,34,2026-06-09 08:35:46.235,310.0,1/3200.0,1.8,0.0,default,24.0,32.104509,35.210348,31.5,732.082,5308.0
2184,"00:01:12,833","00:01:12,866",72.833,72.866,2184,33,2026-06-09 08:35:46.268,300.0,1/3200.0,1.8,0.0,default,24.0,32.104509,35.210348,31.5,732.082,5306.0
2185,"00:01:12,866","00:01:12,899",72.866,72.899,2185,33,2026-06-09 08:35:46.301,300.0,1/3200.0,1.8,0.0,default,24.0,32.104515,35.210362,31.5,732.082,5305.0
2186,"00:01:12,899","00:01:12,933",72.899,72.933,2186,34,2026-06-09 08:35:46.335,290.0,1/3200.0,1.8,0.0,default,24.0,32.104515,35.210362,31.5,732.082,5303.0
2187,"00:01:12,933","00:01:12,966",72.933,72.966,2187,33,2026-06-09 08:35:46.368,290.0,1/3200.0,1.8,0.0,default,24.0,32.104515,35.210362,31.5,732.082,5301.0
2188,"00:01:12,966","00:01:12,999",72.966,72.999,2188,33,2026-06-09 08:35:46.402,290.0,1/3200.0,1.8,0.0,default,24.0,32.10452,35.210374,31.5,732.082,5299.0
2189,"00:01:12,999","00:01:13,033",72.999,73.033,2189,34,2026-06-09 08:35:46.435,280.0,1/3200.0,1.8,0.0,default,24.0,32.10452,35.210374,31.5,732.082,5296.0
2190,"00:01:13,033","00:01:13,066",73.033,73.066,2190,33,2026-06-09 08:35:46.468,280.0,1/3200.0,1.8,0.0,default,24.0,32.10452,35.210374,31.5,732.082,5294.0
2191,"00:01:13,066","00:01:13,100",73.066,73.1,2191,34,2026-06-09 08:35:46.502,280.0,1/3200.0,1.8,0.0,default,24.0,32.104526,35.210387,31.5,732.082,5291.0
2192,"00:01:13,100","00:01:13,133",73.1,73.133,2192,33,2026-06-09 08:35:46.535,290.0,1/3200.0,1.8,0.0,default,24.0,32.104526,35.210387,31.5,732.082,5288.0
2193,"00:01:13,133","00:01:13,166",73.133,73.166,2193,33,2026-06-09 08:35:46.568,290.0,1/3200.0,1.8,0.0,default,24.0,32.104526,35.210387,31.5,732.082,5284.0
2194,"00:01:13,166","00:01:13,200",73.166,73.2,2194,34,2026-06-09 08:35:46.602,290.0,1/3200.0,1.8,0.0,default,24.0,32.104532,35.210401,31.4,731.982,5281.0
2195,"00:01:13,200","00:01:13,233",73.2,73.233,2195,33,2026-06-09 08:35:46.635,270.0,1/3200.0,1.8,0.0,default,24.0,32.104532,35.210401,31.4,731.982,5278.0
2196,"00:01:13,233","00:01:13,266",73.233,73.266,2196,33,2026-06-09 08:35:46.669,260.0,1/3200.0,1.8,0.0,default,24.0,32.104532,35.210401,31.4,731.982,5277.0
2197,"00:01:13,266","00:01:13,300",73.266,73.3,2197,34,2026-06-09 08:35:46.702,260.0,1/3200.0,1.8,0.0,default,24.0,32.104537,35.210415,31.4,731.982,5276.0
2198,"00:01:13,300","00:01:13,333",73.3,73.333,2198,33,2026-06-09 08:35:46.735,260.0,1/3200.0,1.8,0.0,default,24.0,32.104537,35.210415,31.4,731.982,5275.0
2199,"00:01:13,333","00:01:13,366",73.333,73.366,2199,33,2026-06-09 08:35:46.768,260.0,1/3200.0,1.8,0.0,default,24.0,32.104537,35.210415,31.4,731.982,5275.0
2200,"00:01:13,366","00:01:13,400",73.366,73.4,2200,34,2026-06-09 08:35:46.802,260.0,1/3200.0,1.8,0.0,default,24.0,32.104543,35.210427,31.4,731.982,5275.0
2201,"00:01:13,400","00:01:13,433",73.4,73.433,2201,33,2026-06-09 08:35:46.835,260.0,1/3200.0,1.8,0.0,default,24.0,32.104543,35.210427,31.4,731.982,5275.0
2202,"00:01:13,433","00:01:13,467",73.433,73.467,2202,34,2026-06-09 08:35:46.868,260.0,1/3200.0,1.8,0.0,default,24.0,32.104543,35.210427,31.4,731.982,5275.0
2203,"00:01:13,467","00:01:13,500",73.467,73.5,2203,33,2026-06-09 08:35:46.903,260.0,1/3200.0,1.8,0.0,default,24.0,32.104549,35.21044,31.4,731.982,5275.0
2204,"00:01:13,500","00:01:13,533",73.5,73.533,2204,33,2026-06-09 08:35:46.935,260.0,1/3200.0,1.8,0.0,default,24.0,32.104549,35.21044,31.4,731.982,5275.0
2205,"00:01:13,533","00:01:13,567",73.533,73.567,2205,34,2026-06-09 08:35:46.969,260.0,1/3200.0,1.8,0.0,default,24.0,32.104549,35.21044,31.4,731.982,5276.0
2206,"00:01:13,567","00:01:13,600",73.567,73.6,2206,33,2026-06-09 08:35:47.002,260.0,1/3200.0,1.8,0.0,default,24.0,32.104555,35.210454,31.4,731.982,5276.0
2207,"00:01:13,600","00:01:13,633",73.6,73.633,2207,33,2026-06-09 08:35:47.035,260.0,1/3200.0,1.8,0.0,default,24.0,32.104555,35.210454,31.4,731.982,5277.0
2208,"00:01:13,633","00:01:13,667",73.633,73.667,2208,34,2026-06-09 08:35:47.069,260.0,1/3200.0,1.8,0.0,default,24.0,32.104555,35.210454,31.4,731.982,5277.0
2209,"00:01:13,667","00:01:13,700",73.667,73.7,2209,33,2026-06-09 08:35:47.102,260.0,1/3200.0,1.8,0.0,default,24.0,32.10456,35.210467,31.4,731.982,5278.0
2210,"00:01:13,700","00:01:13,733",73.7,73.733,2210,33,2026-06-09 08:35:47.136,260.0,1/3200.0,1.8,0.0,default,24.0,32.10456,35.210467,31.4,731.982,5277.0
2211,"00:01:13,733","00:01:13,767",73.733,73.767,2211,34,2026-06-09 08:35:47.169,260.0,1/3200.0,1.8,0.0,default,24.0,32.10456,35.210467,31.4,731.982,5277.0
2212,"00:01:13,767","00:01:13,800",73.767,73.8,2212,33,2026-06-09 08:35:47.203,260.0,1/3200.0,1.8,0.0,default,24.0,32.104566,35.21048,31.4,731.982,5277.0
2213,"00:01:13,800","00:01:13,834",73.8,73.834,2213,34,2026-06-09 08:35:47.236,260.0,1/3200.0,1.8,0.0,default,24.0,32.104566,35.21048,31.4,731.982,5277.0
2214,"00:01:13,834","00:01:13,867",73.834,73.867,2214,33,2026-06-09 08:35:47.269,280.0,1/3200.0,1.8,0.0,default,24.0,32.104566,35.21048,31.4,731.982,5276.0
2215,"00:01:13,867","00:01:13,900",73.867,73.9,2215,33,2026-06-09 08:35:47.302,280.0,1/3200.0,1.8,0.0,default,24.0,32.104572,35.210493,31.4,731.982,5276.0
2216,"00:01:13,900","00:01:13,934",73.9,73.934,2216,34,2026-06-09 08:35:47.336,280.0,1/3200.0,1.8,0.0,default,24.0,32.104572,35.210493,31.4,731.982,5275.0
2217,"00:01:13,934","00:01:13,967",73.934,73.967,2217,33,2026-06-09 08:35:47.369,280.0,1/3200.0,1.8,0.0,default,24.0,32.104572,35.210493,31.4,731.982,5275.0
2218,"00:01:13,967","00:01:14,000",73.967,74.0,2218,33,2026-06-09 08:35:47.403,280.0,1/3200.0,1.8,0.0,default,24.0,32.104577,35.210507,31.4,731.982,5274.0
2219,"00:01:14,000","00:01:14,034",74.0,74.034,2219,34,2026-06-09 08:35:47.436,280.0,1/3200.0,1.8,0.0,default,24.0,32.104577,35.210507,31.4,731.982,5273.0
2220,"00:01:14,034","00:01:14,067",74.034,74.067,2220,33,2026-06-09 08:35:47.469,280.0,1/3200.0,1.8,0.0,default,24.0,32.104577,35.210507,31.4,731.982,5272.0
2221,"00:01:14,067","00:01:14,100",74.067,74.1,2221,33,2026-06-09 08:35:47.503,290.0,1/3200.0,1.8,0.0,default,24.0,32.104583,35.21052,31.4,731.982,5272.0
2222,"00:01:14,100","00:01:14,134",74.1,74.134,2222,34,2026-06-09 08:35:47.536,310.0,1/3200.0,1.8,0.0,default,24.0,32.104583,35.21052,31.4,731.982,5271.0
2223,"00:01:14,134","00:01:14,167",74.134,74.167,2223,33,2026-06-09 08:35:47.569,310.0,1/3200.0,1.8,0.0,default,24.0,32.104583,35.21052,31.4,731.982,5271.0
2224,"00:01:14,167","00:01:14,201",74.167,74.201,2224,34,2026-06-09 08:35:47.603,310.0,1/4000.0,1.8,0.0,default,24.0,32.104589,35.210533,31.4,731.982,5272.0
2225,"00:01:14,201","00:01:14,234",74.201,74.234,2225,33,2026-06-09 08:35:47.637,310.0,1/4000.0,1.8,0.0,default,24.0,32.104589,35.210533,31.4,731.982,5272.0
2226,"00:01:14,234","00:01:14,267",74.234,74.267,2226,33,2026-06-09 08:35:47.669,310.0,1/4000.0,1.8,0.0,default,24.0,32.104589,35.210533,31.4,731.982,5272.0
2227,"00:01:14,267","00:01:14,301",74.267,74.301,2227,34,2026-06-09 08:35:47.703,310.0,1/4000.0,1.8,0.0,default,24.0,32.104595,35.210546,31.4,731.982,5272.0
2228,"00:01:14,301","00:01:14,334",74.301,74.334,2228,33,2026-06-09 08:35:47.736,310.0,1/4000.0,1.8,0.0,default,24.0,32.104595,35.210546,31.4,731.982,5272.0
2229,"00:01:14,334","00:01:14,367",74.334,74.367,2229,33,2026-06-09 08:35:47.769,310.0,1/4000.0,1.8,0.0,default,24.0,32.104595,35.210546,31.4,731.982,5272.0
2230,"00:01:14,367","00:01:14,401",74.367,74.401,2230,34,2026-06-09 08:35:47.803,340.0,1/4000.0,1.8,0.0,default,24.0,32.104602,35.210558,31.4,731.982,5272.0
2231,"00:01:14,401","00:01:14,434",74.401,74.434,2231,33,2026-06-09 08:35:47.836,340.0,1/4000.0,1.8,0.0,default,24.0,32.104602,35.210558,31.4,731.982,5272.0
2232,"00:01:14,434","00:01:14,467",74.434,74.467,2232,33,2026-06-09 08:35:47.869,340.0,1/4000.0,1.8,0.0,default,24.0,32.104602,35.210558,31.4,731.982,5273.0
2233,"00:01:14,467","00:01:14,501",74.467,74.501,2233,34,2026-06-09 08:35:47.904,340.0,1/4000.0,1.8,0.0,default,24.0,32.104609,35.21057,31.4,731.982,5274.0
2234,"00:01:14,501","00:01:14,534",74.501,74.534,2234,33,2026-06-09 08:35:47.936,340.0,1/4000.0,1.8,0.0,default,24.0,32.104609,35.21057,31.4,731.982,5275.0
2235,"00:01:14,534","00:01:14,568",74.534,74.568,2235,34,2026-06-09 08:35:47.970,340.0,1/4000.0,1.8,0.0,default,24.0,32.104609,35.21057,31.4,731.982,5277.0
2236,"00:01:14,568","00:01:14,601",74.568,74.601,2236,33,2026-06-09 08:35:48.003,340.0,1/4000.0,1.8,0.0,default,24.0,32.104616,35.210582,31.4,731.982,5278.0
2237,"00:01:14,601","00:01:14,634",74.601,74.634,2237,33,2026-06-09 08:35:48.036,340.0,1/4000.0,1.8,0.0,default,24.0,32.104616,35.210582,31.4,731.982,5279.0
2238,"00:01:14,634","00:01:14,668",74.634,74.668,2238,34,2026-06-09 08:35:48.070,340.0,1/4000.0,1.8,0.0,default,24.0,32.104616,35.210582,31.4,731.982,5279.0
2239,"00:01:14,668","00:01:14,701",74.668,74.701,2239,33,2026-06-09 08:35:48.104,370.0,1/4000.0,1.8,0.0,default,24.0,32.104625,35.210594,31.4,731.982,5279.0
2240,"00:01:14,701","00:01:14,734",74.701,74.734,2240,33,2026-06-09 08:35:48.137,370.0,1/4000.0,1.8,0.0,default,24.0,32.104625,35.210594,31.4,731.982,5278.0
2241,"00:01:14,734","00:01:14,768",74.734,74.768,2241,34,2026-06-09 08:35:48.170,370.0,1/4000.0,1.8,0.0,default,24.0,32.104625,35.210594,31.4,731.982,5277.0
2242,"00:01:14,768","00:01:14,801",74.768,74.801,2242,33,2026-06-09 08:35:48.203,370.0,1/4000.0,1.8,0.0,default,24.0,32.104632,35.210605,31.4,731.982,5275.0
2243,"00:01:14,801","00:01:14,834",74.801,74.834,2243,33,2026-06-09 08:35:48.237,370.0,1/4000.0,1.8,0.0,default,24.0,32.104632,35.210605,31.4,731.982,5273.0
2244,"00:01:14,834","00:01:14,868",74.834,74.868,2244,34,2026-06-09 08:35:48.270,370.0,1/4000.0,1.8,0.0,default,24.0,32.104632,35.210605,31.4,731.982,5271.0
2245,"00:01:14,868","00:01:14,901",74.868,74.901,2245,33,2026-06-09 08:35:48.303,340.0,1/4000.0,1.8,0.0,default,24.0,32.10464,35.210617,31.4,731.982,5268.0
2246,"00:01:14,901","00:01:14,935",74.901,74.935,2246,34,2026-06-09 08:35:48.337,330.0,1/4000.0,1.8,0.0,default,24.0,32.10464,35.210617,31.4,731.982,5265.0
2247,"00:01:14,935","00:01:14,968",74.935,74.968,2247,33,2026-06-09 08:35:48.370,330.0,1/4000.0,1.8,0.0,default,24.0,32.10464,35.210617,31.4,731.982,5262.0
2248,"00:01:14,968","00:01:15,001",74.968,75.001,2248,33,2026-06-09 08:35:48.403,330.0,1/4000.0,1.8,0.0,default,24.0,32.104648,35.210628,31.4,731.982,5259.0
2249,"00:01:15,001","00:01:15,035",75.001,75.035,2249,34,2026-06-09 08:35:48.437,330.0,1/4000.0,1.8,0.0,default,24.0,32.104648,35.210628,31.4,731.982,5256.0
2250,"00:01:15,035","00:01:15,068",75.035,75.068,2250,33,2026-06-09 08:35:48.470,330.0,1/4000.0,1.8,0.0,default,24.0,32.104648,35.210628,31.4,731.982,5253.0
2251,"00:01:15,068","00:01:15,101",75.068,75.101,2251,33,2026-06-09 08:35:48.503,320.0,1/4000.0,1.8,0.0,default,24.0,32.104656,35.21064,31.4,731.982,5250.0
2252,"00:01:15,101","00:01:15,135",75.101,75.135,2252,34,2026-06-09 08:35:48.537,320.0,1/4000.0,1.8,0.0,default,24.0,32.104656,35.21064,31.4,731.982,5246.0
2253,"00:01:15,135","00:01:15,168",75.135,75.168,2253,33,2026-06-09 08:35:48.570,290.0,1/4000.0,1.8,0.0,default,24.0,32.104656,35.21064,31.4,731.982,5243.0
2254,"00:01:15,168","00:01:15,201",75.168,75.201,2254,33,2026-06-09 08:35:48.604,290.0,1/4000.0,1.8,0.0,default,24.0,32.104663,35.210651,31.4,731.982,5240.0
2255,"00:01:15,201","00:01:15,235",75.201,75.235,2255,34,2026-06-09 08:35:48.637,290.0,1/4000.0,1.8,0.0,default,24.0,32.104663,35.210651,31.4,731.982,5237.0
2256,"00:01:15,235","00:01:15,268",75.235,75.268,2256,33,2026-06-09 08:35:48.670,280.0,1/4000.0,1.8,0.0,default,24.0,32.104663,35.210651,31.4,731.982,5233.0
2257,"00:01:15,268","00:01:15,302",75.268,75.302,2257,34,2026-06-09 08:35:48.704,280.0,1/4000.0,1.8,0.0,default,24.0,32.10467,35.210664,31.4,731.982,5228.0
2258,"00:01:15,302","00:01:15,335",75.302,75.335,2258,33,2026-06-09 08:35:48.738,280.0,1/4000.0,1.8,0.0,default,24.0,32.10467,35.210664,31.4,731.982,5224.0
2259,"00:01:15,335","00:01:15,368",75.335,75.368,2259,33,2026-06-09 08:35:48.770,270.0,1/4000.0,1.8,0.0,default,24.0,32.10467,35.210664,31.4,731.982,5220.0
2260,"00:01:15,368","00:01:15,402",75.368,75.402,2260,34,2026-06-09 08:35:48.804,270.0,1/4000.0,1.8,0.0,default,24.0,32.104678,35.210676,31.4,731.982,5216.0
2261,"00:01:15,402","00:01:15,435",75.402,75.435,2261,33,2026-06-09 08:35:48.837,270.0,1/4000.0,1.8,0.0,default,24.0,32.104678,35.210676,31.4,731.982,5212.0
2262,"00:01:15,435","00:01:15,468",75.435,75.468,2262,33,2026-06-09 08:35:48.870,260.0,1/4000.0,1.8,0.0,default,24.0,32.104678,35.210676,31.4,731.982,5209.0
2263,"00:01:15,468","00:01:15,502",75.468,75.502,2263,34,2026-06-09 08:35:48.904,260.0,1/4000.0,1.8,0.0,default,24.0,32.104685,35.210688,31.4,731.982,5207.0
2264,"00:01:15,502","00:01:15,535",75.502,75.535,2264,33,2026-06-09 08:35:48.937,260.0,1/4000.0,1.8,0.0,default,24.0,32.104685,35.210688,31.4,731.982,5205.0
2265,"00:01:15,535","00:01:15,568",75.535,75.568,2265,33,2026-06-09 08:35:48.970,250.0,1/4000.0,1.8,0.0,default,24.0,32.104685,35.210688,31.4,731.982,5203.0
2266,"00:01:15,568","00:01:15,602",75.568,75.602,2266,34,2026-06-09 08:35:49.004,250.0,1/4000.0,1.8,0.0,default,24.0,32.104692,35.2107,31.4,731.982,5202.0
2267,"00:01:15,602","00:01:15,635",75.602,75.635,2267,33,2026-06-09 08:35:49.037,250.0,1/4000.0,1.8,0.0,default,24.0,32.104692,35.2107,31.4,731.982,5200.0
2268,"00:01:15,635","00:01:15,669",75.635,75.669,2268,34,2026-06-09 08:35:49.071,250.0,1/4000.0,1.8,0.0,default,24.0,32.104692,35.2107,31.4,731.982,5199.0
2269,"00:01:15,669","00:01:15,702",75.669,75.702,2269,33,2026-06-09 08:35:49.104,250.0,1/4000.0,1.8,0.0,default,24.0,32.1047,35.210711,31.4,731.982,5198.0
2270,"00:01:15,702","00:01:15,735",75.702,75.735,2270,33,2026-06-09 08:35:49.137,250.0,1/4000.0,1.8,0.0,default,24.0,32.1047,35.210711,31.4,731.982,5197.0
2271,"00:01:15,735","00:01:15,769",75.735,75.769,2271,34,2026-06-09 08:35:49.171,250.0,1/4000.0,1.8,0.0,default,24.0,32.1047,35.210711,31.4,731.982,5197.0
2272,"00:01:15,769","00:01:15,802",75.769,75.802,2272,33,2026-06-09 08:35:49.205,250.0,1/4000.0,1.8,0.0,default,24.0,32.104707,35.210723,31.4,731.982,5197.0
2273,"00:01:15,802","00:01:15,835",75.802,75.835,2273,33,2026-06-09 08:35:49.237,250.0,1/4000.0,1.8,0.0,default,24.0,32.104707,35.210723,31.4,731.982,5197.0
2274,"00:01:15,835","00:01:15,869",75.835,75.869,2274,34,2026-06-09 08:35:49.271,250.0,1/4000.0,1.8,0.0,default,24.0,32.104707,35.210723,31.4,731.982,5197.0
2275,"00:01:15,869","00:01:15,902",75.869,75.902,2275,33,2026-06-09 08:35:49.304,250.0,1/4000.0,1.8,0.0,default,24.0,32.104714,35.210735,31.4,731.982,5197.0
2276,"00:01:15,902","00:01:15,935",75.902,75.935,2276,33,2026-06-09 08:35:49.337,250.0,1/4000.0,1.8,0.0,default,24.0,32.104714,35.210735,31.4,731.982,5197.0
2277,"00:01:15,935","00:01:15,969",75.935,75.969,2277,34,2026-06-09 08:35:49.371,250.0,1/4000.0,1.8,0.0,default,24.0,32.104714,35.210735,31.4,731.982,5197.0
2278,"00:01:15,969","00:01:16,002",75.969,76.002,2278,33,2026-06-09 08:35:49.404,250.0,1/4000.0,1.8,0.0,default,24.0,32.104721,35.210747,31.4,731.982,5198.0
2279,"00:01:16,002","00:01:16,036",76.002,76.036,2279,34,2026-06-09 08:35:49.438,250.0,1/4000.0,1.8,0.0,default,24.0,32.104721,35.210747,31.4,731.982,5198.0
2280,"00:01:16,036","00:01:16,069",76.036,76.069,2280,33,2026-06-09 08:35:49.471,250.0,1/4000.0,1.8,0.0,default,24.0,32.104721,35.210747,31.4,731.982,5199.0
2281,"00:01:16,069","00:01:16,102",76.069,76.102,2281,33,2026-06-09 08:35:49.504,250.0,1/3200.0,1.8,0.0,default,24.0,32.104728,35.21076,31.4,731.982,5201.0
2282,"00:01:16,102","00:01:16,136",76.102,76.136,2282,34,2026-06-09 08:35:49.538,250.0,1/3200.0,1.8,0.0,default,24.0,32.104728,35.21076,31.4,731.982,5203.0
2283,"00:01:16,136","00:01:16,169",76.136,76.169,2283,33,2026-06-09 08:35:49.571,250.0,1/3200.0,1.8,0.0,default,24.0,32.104728,35.21076,31.4,731.982,5205.0
2284,"00:01:16,169","00:01:16,202",76.169,76.202,2284,33,2026-06-09 08:35:49.605,230.0,1/3200.0,1.8,0.0,default,24.0,32.104735,35.210772,31.4,731.982,5208.0
