frame_count,frame_path,timestamp,start_seconds,drone_latitude,drone_longitude,rel_alt_m,heading_deg,heading_source,camera_angle_deg,camera_angle_source,ground_latitude,ground_longitude
1,data/processed/frames_v17_1fps/frame_000001.jpg,2026-04-27 15:22:26.853,0.0,32.102624,35.209724,19.6,272.8159702979674,trajectory,45.0,fixed,32.10263264998675,35.209516400318826
31,data/processed/frames_v17_1fps/frame_000002.jpg,2026-04-27 15:22:27.854,1.0,32.102624,35.209724,19.6,272.8159702979674,trajectory,45.0,fixed,32.10263264998675,35.209516400318826
61,data/processed/frames_v17_1fps/frame_000003.jpg,2026-04-27 15:22:28.855,2.001,32.102625,35.209724,19.6,272.8159702979674,trajectory,45.0,fixed,32.10263364998676,35.209516400318826
91,data/processed/frames_v17_1fps/frame_000004.jpg,2026-04-27 15:22:29.856,3.002,32.102625,35.209724,20.6,272.8159702979674,trajectory,45.0,fixed,32.10263409131261,35.20950580849836
121,data/processed/frames_v17_1fps/frame_000005.jpg,2026-04-27 15:22:30.856,4.003,32.102625,35.209723,24.6,272.8159702979674,trajectory,45.0,fixed,32.102635856616025,35.20946244121649
151,data/processed/frames_v17_1fps/frame_000006.jpg,2026-04-27 15:22:31.858,5.004,32.102625,35.209723,29.8,272.8159702979674,trajectory,45.0,fixed,32.102638151510476,35.20940736375005
181,data/processed/frames_v17_1fps/frame_000007.jpg,2026-04-27 15:22:32.859,6.005,32.102625,35.209722,35.9,272.8159702979674,trajectory,45.0,fixed,32.10264084359819,35.209341753645205
211,data/processed/frames_v17_1fps/frame_000008.jpg,2026-04-27 15:22:33.860,7.006,32.102625,35.209723,41.9,272.8159702979674,trajectory,45.0,fixed,32.102643491553316,35.20927920272239
241,data/processed/frames_v17_1fps/frame_000009.jpg,2026-04-27 15:22:34.861,8.007,32.102626,35.209724,48.0,272.8159702979674,trajectory,45.0,fixed,32.102647183641025,35.20921559261754
271,data/processed/frames_v17_1fps/frame_000010.jpg,2026-04-27 15:22:35.862,9.008,32.102626,35.209726,54.3,272.8159702979674,trajectory,45.0,fixed,32.10264996399391,35.2091508641486
301,data/processed/frames_v17_1fps/frame_000011.jpg,2026-04-27 15:22:36.863,10.009,32.102627,35.209727,60.5,272.8159702979674,trajectory,45.0,fixed,32.102653700214205,35.20908619486169
331,data/processed/frames_v17_1fps/frame_000012.jpg,2026-04-27 15:22:37.864,11.01,32.102628,35.209727,66.6,272.8159702979674,trajectory,45.0,fixed,32.10265739230192,35.20902158475684
361,data/processed/frames_v17_1fps/frame_000013.jpg,2026-04-27 15:22:38.865,12.011,32.102629,35.209726,72.7,272.8159702979674,trajectory,45.0,fixed,32.10266108438963,35.20895597465199
391,data/processed/frames_v17_1fps/frame_000014.jpg,2026-04-27 15:22:39.866,13.012,32.102629,35.209725,78.7,272.8159702979674,trajectory,45.0,fixed,32.10266373234476,35.20889142372918
421,data/processed/frames_v17_1fps/frame_000015.jpg,2026-04-27 15:22:40.867,14.013,32.102628,35.209724,84.8,272.8159702979674,trajectory,45.0,fixed,32.102665424432466,35.20882581362432
