frame_count,timestamp,start_seconds,drone_latitude,drone_longitude,drone_x_m,drone_y_m,rel_alt_m,heading_deg,heading_source,camera_angle_deg,camera_angle_source,ground_distance_m,ground_x_m,ground_y_m,ground_latitude,ground_longitude
1,2026-04-27 15:27:35.261,0.0,32.102482,35.209687,0.0,0.0,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.22537757512068,32.10285233386769,35.20939073290582
2,2026-04-27 15:27:35.295,0.033,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
3,2026-04-27 15:27:35.328,0.066,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
4,2026-04-27 15:27:35.361,0.099,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
5,2026-04-27 15:27:35.395,0.133,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
6,2026-04-27 15:27:35.428,0.166,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
7,2026-04-27 15:27:35.462,0.199,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
8,2026-04-27 15:27:35.495,0.233,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
9,2026-04-27 15:27:35.527,0.266,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
10,2026-04-27 15:27:35.561,0.299,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
11,2026-04-27 15:27:35.595,0.333,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
12,2026-04-27 15:27:35.627,0.366,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
13,2026-04-27 15:27:35.662,0.4,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
14,2026-04-27 15:27:35.694,0.433,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
15,2026-04-27 15:27:35.729,0.466,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
16,2026-04-27 15:27:35.762,0.5,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
17,2026-04-27 15:27:35.795,0.533,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
18,2026-04-27 15:27:35.829,0.566,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
19,2026-04-27 15:27:35.862,0.6,32.102483,35.209687,0.0,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-27.93757762922078,41.336697065646,32.102853333867685,35.20939073290582
20,2026-04-27 15:27:35.895,0.633,32.102483,35.209686,-0.09429861867191543,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-28.031876247892693,41.336697065646,32.102853333867685,35.20938973290581
21,2026-04-27 15:27:35.928,0.666,32.102483,35.209686,-0.09429861867191543,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-28.031876247892693,41.336697065646,32.102853333867685,35.20938973290581
22,2026-04-27 15:27:35.962,0.7,32.102483,35.209686,-0.09429861867191543,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-28.031876247892693,41.336697065646,32.102853333867685,35.20938973290581
23,2026-04-27 15:27:35.995,0.733,32.102483,35.209686,-0.09429861867191543,0.11131949052531576,49.8,325.87532640477775,trajectory,45.0,fixed,49.800000000000004,-28.031876247892693,41.336697065646,32.102853333867685,35.20938973290581
