frame_count,frame_path,timestamp,start_seconds,drone_latitude,drone_longitude,rel_alt_m,heading_deg,heading_source,camera_angle_deg,camera_angle_source,ground_latitude,ground_longitude
1,data/processed/frames_v19_1fps/frame_000001.jpg,2026-04-27 15:27:35.261,0.0,32.102482,35.209687,49.8,325.87532640477775,trajectory,45.0,fixed,32.10285233386769,35.20939073290582
31,data/processed/frames_v19_1fps/frame_000002.jpg,2026-04-27 15:27:36.262,1.0,32.102483,35.209686,49.8,325.87532640477775,trajectory,45.0,fixed,32.102853333867685,35.20938973290581
61,data/processed/frames_v19_1fps/frame_000003.jpg,2026-04-27 15:27:37.263,2.001,32.102483,35.209687,49.8,325.87532640477775,trajectory,45.0,fixed,32.102853333867685,35.20939073290582
91,data/processed/frames_v19_1fps/frame_000004.jpg,2026-04-27 15:27:38.264,3.002,32.102483,35.209689,49.8,325.87532640477775,trajectory,45.0,fixed,32.102853333867685,35.20939273290581
121,data/processed/frames_v19_1fps/frame_000005.jpg,2026-04-27 15:27:39.264,4.003,32.102483,35.20969,49.8,325.87532640477775,trajectory,45.0,fixed,32.102853333867685,35.209393732905816
151,data/processed/frames_v19_1fps/frame_000006.jpg,2026-04-27 15:27:40.266,5.004,32.102487,35.209687,49.8,327.57121803347343,trajectory,45.0,fixed,32.10286459893219,35.209403800800864
181,data/processed/frames_v19_1fps/frame_000007.jpg,2026-04-27 15:27:41.266,6.005,32.102515,35.209666,49.8,328.4903660099573,trajectory,45.0,fixed,32.10289639865787,35.20938998781336
211,data/processed/frames_v19_1fps/frame_000008.jpg,2026-04-27 15:27:42.268,7.006,32.102563,35.209632,49.8,329.66091290988146,trajectory,45.0,fixed,32.10294909544071,35.20936524315008
241,data/processed/frames_v19_1fps/frame_000009.jpg,2026-04-27 15:27:43.269,8.007,32.102625,35.20959,49.8,330.36241682002844,trajectory,45.0,fixed,32.10301383310194,35.20932884343899
271,data/processed/frames_v19_1fps/frame_000010.jpg,2026-04-27 15:27:44.270,9.008,32.102697,35.209542,49.8,331.1992016835933,trajectory,45.0,fixed,32.10308902243986,35.209287574840346
301,data/processed/frames_v19_1fps/frame_000011.jpg,2026-04-27 15:27:45.271,10.009,32.102776,35.209492,49.8,332.217308039572,trajectory,45.0,fixed,32.103171790049174,35.209245837896255
331,data/processed/frames_v19_1fps/frame_000012.jpg,2026-04-27 15:27:46.271,11.01,32.102861,35.20944,49.8,335.5165781421465,trajectory,45.0,fixed,32.10326813485576,35.20922113559778
361,data/processed/frames_v19_1fps/frame_000013.jpg,2026-04-27 15:27:47.273,12.011,32.102949,35.209399,49.8,339.6057569855881,trajectory,45.0,fixed,32.10336831908511,35.20921496551264
391,data/processed/frames_v19_1fps/frame_000014.jpg,2026-04-27 15:27:48.274,13.012,32.103041,35.209361,49.9,345.1268895007725,trajectory,45.0,fixed,32.103474241136745,35.20922517304902
421,data/processed/frames_v19_1fps/frame_000015.jpg,2026-04-27 15:27:49.275,14.013,32.103134,35.209341,49.9,355.500538635547,trajectory,45.0,fixed,32.103580877823475,35.20929948675956
451,data/processed/frames_v19_1fps/frame_000016.jpg,2026-04-27 15:27:50.276,15.014,32.103224,35.209344,49.9,7.019206213703512,trajectory,45.0,fixed,32.10366889973243,35.20940866565879
481,data/processed/frames_v19_1fps/frame_000017.jpg,2026-04-27 15:27:51.277,16.015,32.103306,35.209366,49.8,17.171391200809126,trajectory,45.0,fixed,32.10373342029494,35.20952191432143
511,data/processed/frames_v19_1fps/frame_000018.jpg,2026-04-27 15:27:52.278,17.016,32.103383,35.209402,49.8,23.480593618669673,trajectory,45.0,fixed,32.103793317318804,35.20961241913785
540,data/processed/frames_v19_1fps/frame_000019.jpg,2026-04-27 15:27:53.246,17.984,32.103462,35.209446,49.8,26.175340698594766,trajectory,45.0,fixed,32.10386348338127,35.20967895949285
570,data/processed/frames_v19_1fps/frame_000020.jpg,2026-04-27 15:27:54.247,18.985,32.103545,35.209496,49.8,28.715004897502638,trajectory,45.0,fixed,32.10393734471998,35.20974973191471
600,data/processed/frames_v19_1fps/frame_000021.jpg,2026-04-27 15:27:55.247,19.986,32.103629,35.209554,49.8,33.16966227239044,trajectory,45.0,fixed,32.104003465381005,35.20984293933718
630,data/processed/frames_v19_1fps/frame_000022.jpg,2026-04-27 15:27:56.249,20.987,32.103707,35.209621,49.8,40.26789861916467,trajectory,45.0,fixed,32.10404835013654,35.209962350136564
660,data/processed/frames_v19_1fps/frame_000023.jpg,2026-04-27 15:27:57.250,21.988,32.103773,35.209698,49.8,49.244013355587185,trajectory,45.0,fixed,32.104065054672574,35.21009804127424
690,data/processed/frames_v19_1fps/frame_000024.jpg,2026-04-27 15:27:58.251,22.989,32.103826,35.209784,49.8,56.59526692769498,trajectory,45.0,fixed,32.10407229447203,35.21022486710491
720,data/processed/frames_v19_1fps/frame_000025.jpg,2026-04-27 15:27:59.252,23.99,32.103873,35.209877,49.8,59.05643644831622,trajectory,45.0,fixed,32.10410303013045,35.21032994592692
750,data/processed/frames_v19_1fps/frame_000026.jpg,2026-04-27 15:28:00.253,24.991,32.103923,35.209975,49.8,58.32771456796178,trajectory,45.0,fixed,32.104157891392106,35.21042445564451
780,data/processed/frames_v19_1fps/frame_000027.jpg,2026-04-27 15:28:01.254,25.992,32.103977,35.210076,49.8,58.23488486888027,trajectory,45.0,fixed,32.10421250794163,35.21052500579526
