query_dataset,query_frame_count,query_frame_path,reference_dataset,reference_frame_count,reference_frame_path,similarity,top_k,oracle_top_k_error_m,query_ground_latitude,query_ground_longitude,estimated_ground_latitude,estimated_ground_longitude,position_error_m
v14,1,data/processed/frames_v14_1fps/frame_000001.jpg,v13,24879,data/processed/frames_v13_1fps/frame_000831.jpg,0.9972053170204163,10,7.528574626868391,32.10455677694773,35.20442785378902,32.10449723423704,35.20438617837347,7.705727126850735
v14,31,data/processed/frames_v14_1fps/frame_000002.jpg,v13,24879,data/processed/frames_v13_1fps/frame_000831.jpg,0.9946855902671814,10,10.55395927897877,32.104572768755574,35.204454347381414,32.10449723423704,35.20438617837347,10.584161668384652
v14,61,data/processed/frames_v14_1fps/frame_000003.jpg,v13,24879,data/processed/frames_v13_1fps/frame_000831.jpg,0.9943768382072449,10,13.147461137161068,32.10455932596225,35.204504779459725,32.10449723423704,35.20438617837347,13.147461137161068
v14,91,data/processed/frames_v14_1fps/frame_000004.jpg,v13,24879,data/processed/frames_v13_1fps/frame_000831.jpg,0.9918917417526245,10,19.438987817045273,32.104527948686,35.20458910770476,32.10449723423704,35.20438617837347,19.438987817045273
v14,121,data/processed/frames_v14_1fps/frame_000005.jpg,v13,24879,data/processed/frames_v13_1fps/frame_000831.jpg,0.9891085028648376,10,29.02566558608148,32.10449042019838,35.204693879470966,32.10449723423704,35.20438617837347,29.02566558608148
v14,151,data/processed/frames_v14_1fps/frame_000006.jpg,v13,24879,data/processed/frames_v13_1fps/frame_000831.jpg,0.9865055084228516,10,39.06546929264645,32.10444876391301,35.20479648235561,32.10449723423704,35.20438617837347,39.06546929264645
v14,181,data/processed/frames_v14_1fps/frame_000007.jpg,v13,24819,data/processed/frames_v13_1fps/frame_000829.jpg,0.9785870909690857,10,49.43162548324295,32.10440897610566,35.20489992367119,32.10449723423704,35.20438617837347,49.43162548324295
v14,211,data/processed/frames_v14_1fps/frame_000008.jpg,v13,24879,data/processed/frames_v13_1fps/frame_000831.jpg,0.9718238115310669,10,60.0659577744013,32.104372420198374,35.20500587947097,32.10449723423704,35.20438617837347,60.0659577744013
v14,241,data/processed/frames_v14_1fps/frame_000009.jpg,v13,23949,data/processed/frames_v13_1fps/frame_000800.jpg,0.9644467830657959,10,70.60029093825938,32.104331407096986,35.20510882228229,32.105002268702435,35.20348952399442,169.98116022600587
v14,271,data/processed/frames_v14_1fps/frame_000010.jpg,v13,23949,data/processed/frames_v13_1fps/frame_000800.jpg,0.9626874923706055,10,31.730990659187633,32.10429408237294,35.20521170277337,32.105002268702435,35.20348952399442,180.5224186207325
