query_frame_count,raw_lat,raw_lon,smoothed_lat,smoothed_lon,gt_lat,gt_lon,raw_error_m,smoothed_error_m
1680,32.10265117,35.21002576,32.10263198,35.20981634,32.10249712,35.20998108,17.6584,21.6028
1709,32.10266727,35.20992173,32.10260667,35.20987437,32.10248534,35.21003036,22.6958,19.9695
1739,32.10265117,35.21002576,32.10258300,35.20992417,32.10248165,35.21006259,19.1880,17.2529
1769,32.10265117,35.21002576,32.10255680,35.20996721,32.10246708,35.21008978,21.3631,15.2752
1799,32.10244338,35.20998278,32.10253160,35.21000386,32.10245087,35.21011387,12.3898,13.7245
1829,32.10241451,35.21008243,32.10250816,35.21003253,32.10244018,35.21012285,4.7640,11.3939
1859,32.10241451,35.21008243,32.10248634,35.21005716,32.10246378,35.21014478,8.0408,8.6351
1889,32.10241451,35.21008243,32.10246692,35.21007627,32.10244863,35.21014951,7.3786,7.2006
1919,32.10241451,35.21008243,32.10245051,35.21008889,32.10242507,35.21015034,6.5102,6.4497
1949,32.10238463,35.21018208,32.10243746,35.21009553,32.10242875,35.21016744,5.1015,6.8496
1979,32.10238463,35.21018208,32.10242791,35.21009590,32.10244206,35.21019012,6.4379,9.0229
2009,32.10238463,35.21018208,32.10242482,35.21009545,32.10243868,35.21020544,6.4069,10.4855
2039,32.10238463,35.21018208,32.10242644,35.21008795,32.10243979,35.21019176,6.2073,9.9007
2069,32.10241451,35.21008243,32.10243293,35.21007273,32.10244653,35.21017335,9.2845,9.6075
2099,32.10241451,35.21008243,32.10245200,35.21005164,32.10245247,35.21015737,8.2337,9.9700
2129,32.10241451,35.21008243,32.10247410,35.21002460,32.10245741,35.21014139,7.3297,11.1695
2159,32.10241451,35.21008243,32.10250027,35.20999318,32.10246335,35.21012442,6.7262,13.0398
2189,32.10241451,35.21008243,32.10253023,35.20995792,32.10246949,35.21010787,6.5745,15.6734
2219,32.10244338,35.20998278,32.10256310,35.20991969,32.10247444,35.21009090,10.7660,18.9226
2249,32.10247238,35.20988178,32.10259874,35.20987799,32.10248118,35.21007349,18.1046,22.6085
2279,32.10266727,35.20992173,32.10263488,35.20983601,32.10248712,35.21005651,23.7431,26.5122
2309,32.10268779,35.20981849,32.10267060,35.20979486,32.10297634,35.20987132,32.5056,34.7907
2339,32.10272716,35.20961032,32.10270457,35.20975572,32.10298259,35.20984947,36.2908,32.1871
2369,32.10299713,35.20952623,32.10273510,35.20972105,32.10296714,35.20983922,29.7032,28.1315
2399,32.10288534,35.20957248,32.10276137,35.20968992,32.10295370,35.20983098,25.5361,25.2056
2429,32.10288534,35.20957248,32.10278278,35.20966292,32.10293925,35.20982273,24.3498,23.0329
2459,32.10288534,35.20957248,32.10279884,35.20964044,32.10292636,35.20981318,23.1527,21.6069
2489,32.10286857,35.20957722,32.10280972,35.20962250,32.10291336,35.20980325,21.8891,20.5816
2519,32.10286857,35.20957722,32.10281494,35.20961038,32.10289991,35.20979400,20.7376,19.7310
2549,32.10283501,35.20958672,32.10281511,35.20960324,32.10288647,35.20978476,19.5338,18.8705
2579,32.10282323,35.20959147,32.10280881,35.20959811,32.10287402,35.20977452,18.1638,18.1501
2609,32.10280896,35.20959840,32.10279960,35.20959695,32.10286058,35.20976527,16.7517,17.2630
2639,32.10279269,35.20960434,32.10278823,35.20960020,32.10248231,35.20978924,38.7016,38.4383
2669,32.10275813,35.20961284,32.10277240,35.20960469,32.10248058,35.20978437,34.8746,36.6377
2699,32.10274085,35.20961539,32.10275906,35.20960810,32.10248015,35.20976968,32.4639,34.5860
2729,32.10272407,35.20961714,32.10274571,35.20961146,32.10248903,35.20976238,29.5325,31.9221
2759,32.10272407,35.20961714,32.10273271,35.20961470,32.10250191,35.20975007,27.7265,28.6890
2789,32.10270829,35.20961889,32.10272034,35.20961778,32.10250979,35.20972877,24.4061,25.6696
2818,32.10269551,35.20962163,32.10270862,35.20962070,32.10270533,35.20975928,13.0256,13.0728
2848,32.10269551,35.20962163,32.10269780,35.20962342,32.10270732,35.20975648,12.7838,12.5918
2878,32.10266796,35.20963013,32.10268741,35.20962610,32.10269961,35.20974704,11.5742,11.4851
2908,32.10266796,35.20963013,32.10267762,35.20962866,32.10257426,35.20973331,14.2643,15.1583
2938,32.10268274,35.20962538,32.10266840,35.20963115,32.10254744,35.20973845,18.4538,16.8440
2968,32.10268274,35.20962538,32.10265988,35.20963358,32.10252866,35.20974530,20.5445,18.0099
2998,32.10265418,35.20963387,32.10265174,35.20963747,32.10253567,35.20973965,16.5387,16.1179
3028,32.10264040,35.20963862,32.10264405,35.20964037,32.10254947,35.20972791,13.1665,13.3785
3058,32.10262562,35.20964437,32.10263597,35.20964443,32.10256249,35.20971942,9.9744,10.8133
3088,32.10262562,35.20964437,32.10262833,35.20964888,32.10255982,35.20971548,9.9308,9.8791
3118,32.10261185,35.20964912,32.10262100,35.20965358,32.10255860,35.20971022,8.2664,8.7623
3148,32.10259956,35.20965367,32.10261388,35.20965859,32.10257107,35.20970142,5.5081,6.2477
3178,32.10259956,35.20965367,32.10260835,35.20966276,32.10257708,35.20969777,4.8533,4.7969
3208,32.10259956,35.20965367,32.10260312,35.20966700,32.10257108,35.20970177,5.5338,4.8442
3238,32.10259416,35.20965616,32.10259800,35.20967131,32.10256608,35.20970577,5.6260,4.8157
3268,32.10259297,35.20972797,32.10259331,35.20967552,32.10256052,35.20970045,4.4473,4.3412
3298,32.10259416,35.20965416,32.10258949,35.20967946,32.10256887,35.20969286,4.6083,2.6202
3328,32.10256389,35.20970989,32.10258618,35.20968318,32.10257566,35.20968877,2.3838,1.2848
3358,32.10256687,35.20971387,32.10258335,35.20968664,32.10257744,35.20968751,2.7499,0.6632
3388,32.10256389,35.20970989,32.10258062,35.20969000,32.10257966,35.20968494,2.9357,0.4886
3418,32.10256389,35.20970989,32.10257832,35.20969314,32.10258100,35.20968400,3.0965,0.9120
