query_frame_count,raw_lat,raw_lon,smoothed_lat,smoothed_lon,gt_lat,gt_lon,raw_error_m,smoothed_error_m
6865,32.10275813,35.20961284,32.10273736,35.20961684,32.10267781,35.20948846,14.7479,13.8019
6895,32.10274085,35.20961539,32.10273118,35.20961815,32.10266704,35.20949872,13.7314,13.3348
6925,32.10279269,35.20960434,32.10272392,35.20961981,32.10265627,35.20951198,17.5068,12.6539
6955,32.10274085,35.20961539,32.10271622,35.20962160,32.10264550,35.20952423,13.6586,12.0948
6985,32.10279269,35.20960434,32.10270838,35.20962345,32.10263509,35.20953805,18.6248,11.4639
7015,32.10266796,35.20963013,32.10270035,35.20962541,32.10262432,35.20955230,8.8011,10.9164
7045,32.10266796,35.20963013,32.10269174,35.20962750,32.10261355,35.20956556,8.5884,10.4823
7075,32.10262562,35.20964437,32.10268311,35.20962963,32.10260278,35.20957781,6.7718,10.1907
7105,32.10264040,35.20963862,32.10267450,35.20963181,32.10259272,35.20959019,7.0022,9.9136
7135,32.10264040,35.20963862,32.10266587,35.20963405,32.10259065,35.20959251,7.0415,9.2447
7165,32.10262562,35.20964437,32.10265796,35.20963616,32.10259165,35.20959551,5.9608,8.3177
7195,32.10266796,35.20963013,32.10265034,35.20963823,32.10256501,35.20976474,17.1016,15.2491
7225,32.10266796,35.20963013,32.10264293,35.20964091,32.10260394,35.20974794,13.1989,10.9871
7254,32.10266796,35.20963013,32.10263561,35.20964371,32.10261176,35.20974876,12.8172,10.2551
7284,32.10259956,35.20965367,32.10262894,35.20964640,32.10260168,35.20973668,7.8308,9.0374
7314,32.10259956,35.20965367,32.10262191,35.20964935,32.10259397,35.20972797,7.0339,8.0402
7344,32.10259956,35.20965367,32.10261697,35.20965139,32.10259297,35.20972797,7.0446,7.6996
7374,32.10259416,35.20965616,32.10261199,35.20965343,32.10259337,35.20973037,6.9979,7.5450
7404,32.10259956,35.20965367,32.10260925,35.20965497,32.10259337,35.20973037,7.2650,7.3259
7434,32.10259956,35.20965367,32.10260653,35.20965662,32.10259337,35.20973037,7.2650,7.1071
7464,32.10259416,35.20965616,32.10260463,35.20965800,32.10258822,35.20972522,6.5457,6.5969
7494,32.10259416,35.20965616,32.10260275,35.20965937,32.10257754,35.20971454,5.8073,5.9108
7524,32.10259416,35.20965616,32.10260114,35.20966063,32.10257735,35.20971635,5.9760,5.8839
7554,32.10259416,35.20965616,32.10260001,35.20966168,32.10257835,35.20972435,6.6664,6.3822
7584,32.10257107,35.20970142,32.10259853,35.20966281,32.10257439,35.20972439,2.1972,6.3988
7614,32.10257107,35.20970142,32.10259736,35.20966377,32.10256687,35.20971387,1.2633,5.8177
7644,32.10257566,35.20968877,32.10259648,35.20966457,32.10256389,35.20970989,2.3838,5.6058
7674,32.10256887,35.20969286,32.10259698,35.20966482,32.10256231,35.20970931,1.7150,5.7002
7704,32.10263300,35.20963900,32.10259758,35.20966498,32.10255954,35.20970554,10.3074,5.7065
7734,32.10263300,35.20963900,32.10259828,35.20966503,32.10255677,35.20970277,10.4005,5.8325
7764,32.10263300,35.20963900,32.10259919,35.20966494,32.10255519,35.20970119,10.4604,5.9734
