query_dataset,query_frame_count,query_frame_path,reference_dataset,reference_frame_count,reference_frame_path,similarity,top_k,oracle_top_k_error_m,query_ground_latitude,query_ground_longitude,estimated_ground_latitude,estimated_ground_longitude,position_error_m
v12,451,data/processed/frames_v12_1fps/frame_000016.jpg,v11,21791,data/processed/frames_v11_1fps/frame_000728.jpg,0.969643235206604,10,65.6277011218546,32.1052544329302,35.20560068481506,32.10483856230551,35.20619982025627,73.0421604387324
v12,481,data/processed/frames_v12_1fps/frame_000017.jpg,v11,21791,data/processed/frames_v11_1fps/frame_000728.jpg,0.9715332984924316,10,77.42695524748692,32.10535071349463,35.205517671349476,32.10483856230551,35.20619982025627,85.9546403295342
v12,511,data/processed/frames_v12_1fps/frame_000018.jpg,v11,21791,data/processed/frames_v11_1fps/frame_000728.jpg,0.9624834656715393,10,85.58338934041386,32.105438703981044,35.20547959260059,32.10483856230551,35.20619982025627,95.26737806161795
v12,541,data/processed/frames_v12_1fps/frame_000019.jpg,v11,21851,data/processed/frames_v11_1fps/frame_000730.jpg,0.9639446139335632,10,92.08983651187759,32.10552585817059,35.20546891884285,32.105014051732184,35.206236161451926,92.08983651187759
v12,570,data/processed/frames_v12_1fps/frame_000020.jpg,v11,22091,data/processed/frames_v11_1fps/frame_000738.jpg,0.9618760943412781,10,93.26265367226638,32.10561496385301,35.20549136916193,32.105688580356386,35.20649854504627,95.32807248411028
v12,600,data/processed/frames_v12_1fps/frame_000021.jpg,v11,22091,data/processed/frames_v11_1fps/frame_000738.jpg,0.9727899432182312,10,86.8462086595978,32.105698883709195,35.20556662139346,32.105688580356386,35.20649854504627,87.88648849223496
v12,630,data/processed/frames_v12_1fps/frame_000022.jpg,v11,22121,data/processed/frames_v11_1fps/frame_000739.jpg,0.9734779000282288,10,80.59810886944342,32.105775005200364,35.205649943579296,32.105773983005385,35.206538530282934,83.79247183559166
v12,660,data/processed/frames_v12_1fps/frame_000023.jpg,v11,22121,data/processed/frames_v11_1fps/frame_000739.jpg,0.9765896201133728,10,79.26334699932627,32.1058602679055,35.20568278808834,32.105773983005385,35.206538530282934,81.26485133944473
v12,690,data/processed/frames_v12_1fps/frame_000024.jpg,v11,22121,data/processed/frames_v11_1fps/frame_000739.jpg,0.9750568270683289,10,80.02120066678607,32.10594744968916,35.20570688591295,32.105773983005385,35.206538530282934,80.76523426882336
v12,720,data/processed/frames_v12_1fps/frame_000025.jpg,v11,22121,data/processed/frames_v11_1fps/frame_000739.jpg,0.9766349792480469,10,81.840191335194,32.10603608811277,35.20572767559667,32.105773983005385,35.206538530282934,81.840191335194
v12,750,data/processed/frames_v12_1fps/frame_000026.jpg,v11,22121,data/processed/frames_v11_1fps/frame_000739.jpg,0.9733963012695312,10,84.36361490876664,32.10612433136905,35.20574522424558,32.105773983005385,35.206538530282934,84.36361490876664
v12,780,data/processed/frames_v12_1fps/frame_000027.jpg,v11,22121,data/processed/frames_v11_1fps/frame_000739.jpg,0.9692049026489258,10,87.95130971615598,32.106213088717524,35.205763153365275,32.105773983005385,35.206538530282934,87.95130971615598
v12,810,data/processed/frames_v12_1fps/frame_000028.jpg,v11,22121,data/processed/frames_v11_1fps/frame_000739.jpg,0.9661251902580261,10,91.86382556802045,32.106300647054745,35.205788541042494,32.105773983005385,35.206538530282934,91.86382556802045
v12,840,data/processed/frames_v12_1fps/frame_000029.jpg,v11,22121,data/processed/frames_v11_1fps/frame_000739.jpg,0.9671028256416321,10,96.93684839206242,32.10638964705475,35.20581154104247,32.105773983005385,35.206538530282934,96.93684839206242
v12,870,data/processed/frames_v12_1fps/frame_000030.jpg,v11,22301,data/processed/frames_v11_1fps/frame_000745.jpg,0.9634814262390137,10,102.67820187656554,32.106477647054746,35.20583454104247,32.10622328558887,35.20692337942474,106.50862339252136
v12,900,data/processed/frames_v12_1fps/frame_000031.jpg,v11,22301,data/processed/frames_v11_1fps/frame_000745.jpg,0.9556047916412354,10,106.70558388105437,32.10656664705474,35.20585754104247,32.10622328558887,35.20692337942474,107.52968752766617
v12,930,data/processed/frames_v12_1fps/frame_000032.jpg,v11,22301,data/processed/frames_v11_1fps/frame_000745.jpg,0.9546710848808289,10,109.27778397389979,32.10665433136905,35.20588222424557,32.10622328558887,35.20692337942474,109.27778397389979
v12,960,data/processed/frames_v12_1fps/frame_000033.jpg,v11,22301,data/processed/frames_v11_1fps/frame_000745.jpg,0.9470441341400146,10,9.244650843566925,32.10674071537778,35.205908454987174,32.10622328558887,35.20692337942474,111.70216104100354
v12,990,data/processed/frames_v12_1fps/frame_000034.jpg,v11,22301,data/processed/frames_v11_1fps/frame_000745.jpg,0.949058473110199,10,15.815808798191116,32.10682826029656,35.205934798262696,32.10622328558887,35.20692337942474,115.00305506074241
v12,1020,data/processed/frames_v12_1fps/frame_000035.jpg,v11,22781,data/processed/frames_v11_1fps/frame_000761.jpg,0.9406166672706604,10,119.54087871480742,32.1069168809835,35.205955593217176,32.106995536591334,35.20742990728067,139.3010595426539
v12,1050,data/processed/frames_v12_1fps/frame_000036.jpg,v11,22721,data/processed/frames_v11_1fps/frame_000759.jpg,0.9495204091072083,10,124.79374187724002,32.10700549049427,35.20597537819741,32.10689196384503,35.207661369161556,159.48791295187425
v12,1080,data/processed/frames_v12_1fps/frame_000037.jpg,v11,22721,data/processed/frames_v11_1fps/frame_000759.jpg,0.9507871270179749,10,126.52018729410963,32.1070946755433,35.20599191888582,32.10689196384503,35.207661369161556,159.03574035181762
v12,1110,data/processed/frames_v12_1fps/frame_000038.jpg,v11,22721,data/processed/frames_v11_1fps/frame_000759.jpg,0.9519933462142944,10,125.16948651536867,32.10718381457032,35.20600642165883,32.10689196384503,35.207661369161556,159.40497834646402
v12,1140,data/processed/frames_v12_1fps/frame_000039.jpg,v13,5936,data/processed/frames_v13_1fps/frame_000199.jpg,0.9476635456085205,10,124.30114135644371,32.107272366559464,35.20602415925534,32.10763303854519,35.20381977409071,211.7121526613169
v12,1170,data/processed/frames_v12_1fps/frame_000040.jpg,v13,5966,data/processed/frames_v13_1fps/frame_000200.jpg,0.9552658796310425,10,124.32694970019988,32.10736090672702,35.206040887892485,32.10771424067791,35.20386708016946,208.7263135514974
v12,1200,data/processed/frames_v12_1fps/frame_000041.jpg,v13,5966,data/processed/frames_v13_1fps/frame_000200.jpg,0.9608334898948669,10,206.2469994883859,32.10744902715063,35.20606014737867,32.10771424067791,35.20386708016946,208.89972217551016
v12,1230,data/processed/frames_v12_1fps/frame_000042.jpg,v13,5966,data/processed/frames_v13_1fps/frame_000200.jpg,0.9573582410812378,10,206.419464794912,32.10753814562131,35.20607941474636,32.10771424067791,35.20386708016946,209.538793388834
v12,1260,data/processed/frames_v12_1fps/frame_000043.jpg,v13,5996,data/processed/frames_v13_1fps/frame_000201.jpg,0.9431405067443848,10,204.8273963220814,32.107630710755444,35.20607502710956,32.10779616548858,35.20391170942785,204.8273963220814
v12,1290,data/processed/frames_v12_1fps/frame_000044.jpg,v13,5936,data/processed/frames_v13_1fps/frame_000199.jpg,0.9537085294723511,10,145.5223375209982,32.10772408184169,35.205953573775325,32.10763303854519,35.20381977409071,201.4691917043508
v12,1320,data/processed/frames_v12_1fps/frame_000045.jpg,v13,6056,data/processed/frames_v13_1fps/frame_000203.jpg,0.9752940535545349,10,59.51419799453837,32.10770892351509,35.205592762203075,32.10768954218849,35.20433274146838,118.83765378798725
v12,1350,data/processed/frames_v12_1fps/frame_000046.jpg,v13,6056,data/processed/frames_v13_1fps/frame_000203.jpg,0.9708020687103271,10,51.82213484610383,32.10737306041666,35.20520990158049,32.10768954218849,35.20433274146838,89.90520843463202
v12,1380,data/processed/frames_v12_1fps/frame_000047.jpg,v13,6056,data/processed/frames_v13_1fps/frame_000203.jpg,0.9743285179138184,10,59.07909266757889,32.107154438778615,35.20511426534329,32.10768954218849,35.20433274146838,94.76000408704581
v12,1410,data/processed/frames_v12_1fps/frame_000048.jpg,v13,6056,data/processed/frames_v13_1fps/frame_000203.jpg,0.9720269441604614,10,56.28559959411699,32.1071289786001,35.20502429670096,32.10768954218849,35.20433274146838,90.25880791778094
v12,1440,data/processed/frames_v12_1fps/frame_000049.jpg,v13,6805,data/processed/frames_v13_1fps/frame_000228.jpg,0.9680858254432678,10,133.14202425247038,32.10719021693019,35.20492021674372,32.10781577489373,35.20641712964443,157.39911383848855
v12,1470,data/processed/frames_v12_1fps/frame_000050.jpg,v13,6925,data/processed/frames_v13_1fps/frame_000232.jpg,0.9664340019226074,10,158.6877068762278,32.107317580356515,35.20484042113493,32.10777343724459,35.20684008292365,195.27399357897676
v12,1500,data/processed/frames_v12_1fps/frame_000051.jpg,v13,8334,data/processed/frames_v13_1fps/frame_000279.jpg,0.9694046378135681,10,57.56864994691238,32.10730502525504,35.20474097775576,32.10632716008418,35.20439629459318,113.60440794085343
v12,1530,data/processed/frames_v12_1fps/frame_000052.jpg,v13,8004,data/processed/frames_v13_1fps/frame_000268.jpg,0.9658522605895996,10,76.83116666438418,32.10701234284423,35.204695939568985,32.10615451218617,35.205558881489,125.46200230836985
v12,1560,data/processed/frames_v12_1fps/frame_000053.jpg,v11,23290,data/processed/frames_v11_1fps/frame_000778.jpg,0.9658817052841187,10,50.27188186842168,32.10668864486423,35.2048874513556,32.10594661696975,35.2059591585799,130.52325280269204
v12,1590,data/processed/frames_v12_1fps/frame_000054.jpg,v11,23230,data/processed/frames_v11_1fps/frame_000776.jpg,0.9665966629981995,10,31.311966951453076,32.10654590431725,35.20500306371378,32.10636966059872,35.20580767523702,78.3692015051483
v12,1620,data/processed/frames_v12_1fps/frame_000055.jpg,v11,23290,data/processed/frames_v11_1fps/frame_000778.jpg,0.9632237553596497,10,43.90094129365939,32.10645521421696,35.20501588152819,32.10594661696975,35.2059591585799,105.43952805116123
v12,1650,data/processed/frames_v12_1fps/frame_000056.jpg,v11,23320,data/processed/frames_v11_1fps/frame_000779.jpg,0.9660214781761169,10,72.93139057052606,32.10636193903838,35.20503431909742,32.10584003940567,35.20597931717905,106.37792316428977
v12,1680,data/processed/frames_v12_1fps/frame_000057.jpg,v11,23320,data/processed/frames_v11_1fps/frame_000779.jpg,0.9608915448188782,10,63.11362397497345,32.10626218975579,35.205150513553974,32.10584003940567,35.20597931717905,91.19533701817429
v12,1709,data/processed/frames_v12_1fps/frame_000058.jpg,v11,23380,data/processed/frames_v11_1fps/frame_000781.jpg,0.9615043997764587,10,71.99345050551143,32.1061768258514,35.205245700947586,32.10562569598429,35.20607877028121,99.67566476976182
v12,1739,data/processed/frames_v12_1fps/frame_000059.jpg,v13,8993,data/processed/frames_v13_1fps/frame_000301.jpg,0.959780216217041,10,73.45257854295836,32.10609015919682,35.205258511932485,32.104426327504335,35.20466091758912,193.59978060327177
v12,1769,data/processed/frames_v12_1fps/frame_000060.jpg,v11,23380,data/processed/frames_v11_1fps/frame_000781.jpg,0.961862325668335,10,68.45177171076075,32.106000990057474,35.20527871927573,32.10562569598429,35.20607877028121,86.23863231598918
v12,1799,data/processed/frames_v12_1fps/frame_000061.jpg,v11,23380,data/processed/frames_v11_1fps/frame_000781.jpg,0.9639951586723328,10,73.38712267847981,32.105908997614286,35.20528310519646,32.10562569598429,35.20607877028121,81.38849190654854
v12,1829,data/processed/frames_v12_1fps/frame_000062.jpg,v11,23650,data/processed/frames_v11_1fps/frame_000790.jpg,0.9625481963157654,10,103.68807838508869,32.10581777136407,35.2052146923683,32.10488078198211,35.20583478877345,119.57758298542191
v12,1859,data/processed/frames_v12_1fps/frame_000063.jpg,v13,8633,data/processed/frames_v13_1fps/frame_000289.jpg,0.964984118938446,10,97.29999734348212,32.105736058987006,35.20513408318777,32.10545063273601,35.204158819135806,97.29999734348212
v12,1889,data/processed/frames_v12_1fps/frame_000064.jpg,v11,23650,data/processed/frames_v11_1fps/frame_000790.jpg,0.967081606388092,10,92.84846537670347,32.105648564173734,35.205115315914,32.10488078198211,35.20583478877345,109.12352531729874
v12,1919,data/processed/frames_v12_1fps/frame_000065.jpg,v11,23650,data/processed/frames_v11_1fps/frame_000790.jpg,0.9694024920463562,10,87.5368974167004,32.10555845567095,35.20510331835063,32.10488078198211,35.20583478877345,102.21889294913478
v12,1949,data/processed/frames_v12_1fps/frame_000066.jpg,v13,8753,data/processed/frames_v13_1fps/frame_000293.jpg,0.9699082970619202,10,80.8167114798254,32.10546876086818,35.205086526543134,32.10510547957955,35.204344511789394,80.8167114798254
v12,1979,data/processed/frames_v12_1fps/frame_000067.jpg,v13,8753,data/processed/frames_v13_1fps/frame_000293.jpg,0.964151918888092,10,75.08522547743212,32.105377704966166,35.20507303153327,32.10510547957955,35.204344511789394,75.08522547743212
v12,2009,data/processed/frames_v12_1fps/frame_000068.jpg,v13,8753,data/processed/frames_v13_1fps/frame_000293.jpg,0.9741382598876953,10,68.16322558919101,32.105289876466536,35.20503380155241,32.10510547957955,35.204344511789394,68.16322558919101
v12,2039,data/processed/frames_v12_1fps/frame_000069.jpg,v13,8753,data/processed/frames_v13_1fps/frame_000293.jpg,0.9733570218086243,10,59.43619347076189,32.10521160052643,35.204962235033705,32.10510547957955,35.204344511789394,59.43619347076189
v12,2069,data/processed/frames_v12_1fps/frame_000070.jpg,v13,8753,data/processed/frames_v13_1fps/frame_000293.jpg,0.9801661372184753,10,52.09843436962608,32.10513252621065,35.2049075087369,32.10510547957955,35.204344511789394,53.17507439811214
v12,2099,data/processed/frames_v12_1fps/frame_000071.jpg,v13,8753,data/processed/frames_v13_1fps/frame_000293.jpg,0.9779043197631836,10,47.62105627801083,32.10504528876504,35.20488375821295,32.10510547957955,35.204344511789394,51.28967919229492
v12,2129,data/processed/frames_v12_1fps/frame_000072.jpg,v13,8753,data/processed/frames_v13_1fps/frame_000293.jpg,0.9797963500022888,10,45.41093738099474,32.104952234370984,35.20488506391934,32.10510547957955,35.204344511789394,53.752101191162936
v12,2159,data/processed/frames_v12_1fps/frame_000073.jpg,v13,8723,data/processed/frames_v13_1fps/frame_000292.jpg,0.9792338609695435,10,46.168362752632284,32.104855505879975,35.20491045875659,32.105186666143574,35.204265852737485,71.09051102416872
v12,2189,data/processed/frames_v12_1fps/frame_000074.jpg,v13,8843,data/processed/frames_v13_1fps/frame_000296.jpg,0.9725226163864136,10,45.55014432438013,32.10476317303767,35.2049351563121,32.10484300279273,35.20442108323723,49.284129851806526
v12,2219,data/processed/frames_v12_1fps/frame_000075.jpg,v13,8843,data/processed/frames_v13_1fps/frame_000296.jpg,0.9753100275993347,10,37.43655176740609,32.10467151701091,35.204932634570326,32.10484300279273,35.20442108323723,51.878437090462725
v12,2249,data/processed/frames_v12_1fps/frame_000076.jpg,v13,8993,data/processed/frames_v13_1fps/frame_000301.jpg,0.9778681397438049,10,26.8797195630157,32.10458154933173,35.20492124742206,32.104426327504335,35.20466091758912,30.020169553392456
v12,2279,data/processed/frames_v12_1fps/frame_000077.jpg,v13,8993,data/processed/frames_v13_1fps/frame_000301.jpg,0.9851447939872742,10,18.693240041747504,32.10449099005747,35.20491828072429,32.104426327504335,35.20466091758912,25.31395742249612
v12,2309,data/processed/frames_v12_1fps/frame_000078.jpg,v13,8993,data/processed/frames_v13_1fps/frame_000301.jpg,0.9832301139831543,10,12.800232329399932,32.10439972242852,35.20491293958082,32.104426327504335,35.20466091758912,23.949128415384063
v12,2339,data/processed/frames_v12_1fps/frame_000079.jpg,v13,9023,data/processed/frames_v13_1fps/frame_000302.jpg,0.983117401599884,10,5.671413525169034,32.10430893829203,35.20490097173521,32.10437340541445,35.2047767564095,13.736929740962651
v12,2369,data/processed/frames_v12_1fps/frame_000080.jpg,v13,9023,data/processed/frames_v13_1fps/frame_000302.jpg,0.9862984418869019,10,0.5047593150020324,32.104217189833,35.20488768194898,32.10437340541445,35.2047767564095,20.293359650687655
v12,2399,data/processed/frames_v12_1fps/frame_000081.jpg,v13,9083,data/processed/frames_v13_1fps/frame_000304.jpg,0.9870457053184509,10,4.661823122054464,32.104125963963085,35.20488062810604,32.104221090301124,35.20488495233579,10.597263605727832
v12,2429,data/processed/frames_v12_1fps/frame_000082.jpg,v13,9083,data/processed/frames_v13_1fps/frame_000304.jpg,0.989930272102356,10,10.51520293066891,32.10403524711878,35.20486795548273,32.104221090301124,35.20488495233579,20.749962269150192
v12,2459,data/processed/frames_v12_1fps/frame_000083.jpg,v13,9083,data/processed/frames_v13_1fps/frame_000304.jpg,0.9792317748069763,10,20.34329221293279,32.103950840474646,35.204802378130715,32.104221090301124,35.20488495233579,31.075439862680035
v12,2489,data/processed/frames_v12_1fps/frame_000084.jpg,v13,9113,data/processed/frames_v13_1fps/frame_000305.jpg,0.9786700010299683,10,32.378453348743,32.103883845794975,35.20469907355613,32.104139208964455,35.20492752723339,35.66766686827939
v12,2519,data/processed/frames_v12_1fps/frame_000085.jpg,v13,9143,data/processed/frames_v13_1fps/frame_000306.jpg,0.9772180318832397,10,40.97489639641446,32.10380811864093,35.2046386157503,32.104059690539486,35.20497566707298,42.36105118585928
v12,2549,data/processed/frames_v12_1fps/frame_000086.jpg,v13,9203,data/processed/frames_v13_1fps/frame_000308.jpg,0.9726651906967163,10,48.58796818501581,32.103724301590226,35.20460497163635,32.10390128172213,35.205076716696055,48.65228464300134
v12,2579,data/processed/frames_v12_1fps/frame_000087.jpg,v13,9203,data/processed/frames_v13_1fps/frame_000308.jpg,0.9696261286735535,10,55.94135255533545,32.10363948064485,35.20457034318041,32.10390128172213,35.205076716696055,55.94135255533545
v12,2609,data/processed/frames_v12_1fps/frame_000088.jpg,v13,9203,data/processed/frames_v13_1fps/frame_000308.jpg,0.9614077210426331,10,63.99660222079161,32.103553480644855,35.20453634318042,32.10390128172213,35.205076716696055,63.99660222079161
v12,2639,data/processed/frames_v12_1fps/frame_000089.jpg,v13,9203,data/processed/frames_v13_1fps/frame_000308.jpg,0.9611188173294067,10,72.63946040197146,32.10346935053353,35.20449931688195,32.10390128172213,35.205076716696055,72.63946040197146
v12,2669,data/processed/frames_v12_1fps/frame_000090.jpg,v13,9203,data/processed/frames_v13_1fps/frame_000308.jpg,0.9590101838111877,10,81.3362555165944,32.103381619592824,35.2044703831153,32.10390128172213,35.205076716696055,81.3362555165944
v12,2699,data/processed/frames_v12_1fps/frame_000091.jpg,v13,9323,data/processed/frames_v13_1fps/frame_000312.jpg,0.9607519507408142,10,94.60964401790588,32.10329524578696,35.20444332927148,32.10362903717312,35.205366011004976,94.60964401790588
v12,2729,data/processed/frames_v12_1fps/frame_000092.jpg,v11,24309,data/processed/frames_v11_1fps/frame_000812.jpg,0.9692772626876831,10,109.9104111668887,32.10321076751978,35.204408436586604,32.10291764537569,35.2055413299221,111.70232807895827
v12,2759,data/processed/frames_v12_1fps/frame_000093.jpg,v11,24309,data/processed/frames_v11_1fps/frame_000812.jpg,0.9726171493530273,10,112.01057861166474,32.103124767519795,35.20437543658658,32.10291764537569,35.2055413299221,112.33367707982455
v12,2789,data/processed/frames_v12_1fps/frame_000094.jpg,v11,24309,data/processed/frames_v11_1fps/frame_000812.jpg,0.9753315448760986,10,107.7084797174423,32.10302583270996,35.20440103631579,32.10291764537569,35.2055413299221,108.20031706449882
v12,2818,data/processed/frames_v12_1fps/frame_000095.jpg,v13,9413,data/processed/frames_v13_1fps/frame_000315.jpg,0.9525084495544434,10,100.56117716788047,32.102928208162275,35.20461855136284,32.103405383027464,35.20554340535175,102.11565388029767
v12,2848,data/processed/frames_v12_1fps/frame_000096.jpg,v13,9472,data/processed/frames_v13_1fps/frame_000317.jpg,0.9653929471969604,10,61.06570350446427,32.10296389692158,35.204994101683106,32.10346262677337,35.205888222921104,100.95141166847733
v12,2878,data/processed/frames_v12_1fps/frame_000097.jpg,v13,9472,data/processed/frames_v13_1fps/frame_000317.jpg,0.9679316282272339,10,65.29519706481813,32.10315563169215,35.205298205151806,32.10346262677337,35.205888222921104,65.29519706481813
v12,2908,data/processed/frames_v12_1fps/frame_000098.jpg,v13,9472,data/processed/frames_v13_1fps/frame_000317.jpg,0.9711593985557556,10,29.018629873697137,32.103347774163986,35.205453555690355,32.10346262677337,35.205888222921104,42.9362238077118
v12,2938,data/processed/frames_v12_1fps/frame_000099.jpg,v13,9472,data/processed/frames_v13_1fps/frame_000317.jpg,0.9766809344291687,10,21.430561324627742,32.10337334350488,35.205553170006716,32.10346262677337,35.205888222921104,33.1213878743106
v12,2968,data/processed/frames_v12_1fps/frame_000100.jpg,v13,9472,data/processed/frames_v13_1fps/frame_000317.jpg,0.9746147990226746,10,12.788386329356541,32.10329298691274,35.20564169922105,32.10346262677337,35.205888222921104,29.950430799863945
v12,2998,data/processed/frames_v12_1fps/frame_000101.jpg,v13,9472,data/processed/frames_v13_1fps/frame_000317.jpg,0.9783236980438232,10,24.229364342678743,32.10328285184479,35.20574337612295,32.10346262677337,35.205888222921104,24.229364342678743
v12,3028,data/processed/frames_v12_1fps/frame_000102.jpg,v13,9472,data/processed/frames_v13_1fps/frame_000317.jpg,0.9788874387741089,10,14.851217099916967,32.10333290526715,35.2058514420233,32.10346262677337,35.205888222921104,14.851217099916967
v12,3058,data/processed/frames_v12_1fps/frame_000103.jpg,v13,9502,data/processed/frames_v13_1fps/frame_000318.jpg,0.9829261302947998,10,1.5897267528771075,32.10334784882312,35.20595634942873,32.103662937825796,35.20606830244768,36.629828149040954
v12,3088,data/processed/frames_v12_1fps/frame_000104.jpg,v13,9502,data/processed/frames_v13_1fps/frame_000318.jpg,0.9824690818786621,10,9.788681386971525,32.10334601050077,35.20606235476807,32.103662937825796,35.20606830244768,35.28464619726442
v12,3118,data/processed/frames_v12_1fps/frame_000105.jpg,v13,9502,data/processed/frames_v13_1fps/frame_000318.jpg,0.9809932112693787,10,19.73544309017698,32.10334316915985,35.20616835995851,32.103662937825796,35.20606830244768,36.82572649414066
v12,3148,data/processed/frames_v12_1fps/frame_000106.jpg,v13,9532,data/processed/frames_v13_1fps/frame_000319.jpg,0.9804911613464355,10,29.84039108655332,32.1033413390516,35.206275752970726,32.10382872860637,35.2061607432767,55.32927024313896
v12,3178,data/processed/frames_v12_1fps/frame_000107.jpg,v13,9562,data/processed/frames_v13_1fps/frame_000320.jpg,0.9841522574424744,10,47.082784643877275,32.103335010143226,35.20638363484412,32.10390940274914,35.20624352148776,65.2919054219786
v12,3208,data/processed/frames_v12_1fps/frame_000108.jpg,v13,9562,data/processed/frames_v13_1fps/frame_000320.jpg,0.9781919121742249,10,52.8637787501662,32.103352,35.20649202165676,32.10390940274914,35.20624352148776,66.32715148351826
v12,3238,data/processed/frames_v12_1fps/frame_000109.jpg,v13,9562,data/processed/frames_v13_1fps/frame_000320.jpg,0.9782181978225708,10,49.83915099491297,32.10342893571026,35.20658971186602,32.10390940274914,35.20624352148776,62.660941139215204
v12,3268,data/processed/frames_v12_1fps/frame_000110.jpg,v13,18914,data/processed/frames_v13_1fps/frame_000632.jpg,0.9807023406028748,10,48.51596840342298,32.10343775944158,35.20669095160446,32.10269238474251,35.20704865557379,89.56887301913284
v12,3298,data/processed/frames_v12_1fps/frame_000111.jpg,v13,18914,data/processed/frames_v13_1fps/frame_000632.jpg,0.9802095890045166,10,42.74054891145532,32.10333688150405,35.20679275806973,32.10269238474251,35.20704865557379,75.6944221155007
v12,3328,data/processed/frames_v12_1fps/frame_000112.jpg,v13,18914,data/processed/frames_v13_1fps/frame_000632.jpg,0.9740359783172607,10,38.540979558786056,32.10328566478933,35.206887593080594,32.10269238474251,35.20704865557379,67.76750917566562
v12,3358,data/processed/frames_v12_1fps/frame_000113.jpg,v13,18914,data/processed/frames_v13_1fps/frame_000632.jpg,0.9817807078361511,10,36.03489208967691,32.103271366330084,35.20699024069582,32.10269238474251,35.20704865557379,64.68689860996044
v12,3388,data/processed/frames_v12_1fps/frame_000114.jpg,v13,18914,data/processed/frames_v13_1fps/frame_000632.jpg,0.9882993102073669,10,33.31128471116618,32.10326067705988,35.207093906460805,32.10269238474251,35.20704865557379,63.40575801520417
