frame_count,source,raw_final_lat,raw_final_lon,smoothed_lat,smoothed_lon,gt_lat,gt_lon,smoothed_error_m
750,SAT,32.10358,35.206905,32.10360674,35.20684030,32.10367809,35.20685323,8.0356
780,SAT,32.10355,35.20699,32.10357197,35.20693104,32.10363909,35.20695623,7.8404
810,SAT,32.103504,35.2071,32.10353252,35.20702990,32.10360008,35.20705870,7.9960
840,SAT,32.10347,35.207195,32.10349465,35.20712889,32.10356108,35.20716070,7.9807
870,SAT,32.103436,35.207317,32.10345923,35.20723901,32.10352308,35.20726370,7.4798
900,SAT,32.103397,35.207397,32.10342248,35.20733635,32.10348408,35.20736570,7.3951
930,SAT,32.103367,35.207493,32.10338869,35.20742995,32.10344608,35.20746870,7.3602
960,SAT,32.103313,35.207607,32.10334550,35.20753351,32.10340708,35.20757070,7.7007
990,SAT,32.103294,35.207783,32.10331232,35.20767548,32.10336908,35.20767370,6.3213
1020,SAT,32.103237,35.207912,32.10326972,35.20781837,32.10333008,35.20777570,7.8323
1050,VPR_FALLBACK,32.10318211728229,35.207724014828756,32.10321862,35.20779464,32.10329479,35.20788011,11.6989
1080,VPR_FALLBACK,32.10312869263351,35.20814410860112,32.10316499,35.20795812,32.10325306,35.20798017,10.0222
1110,VPR_FALLBACK,32.10312869263351,35.20814410860112,32.10313803,35.20808605,32.10321508,35.20808270,8.5827
1140,VPR_FALLBACK,32.10305181194514,35.208231309340434,32.10309171,35.20817797,32.10317979,35.20818711,9.8436
1170,SAT,32.10308,35.208305,32.10307738,35.20825434,32.10313806,35.20828717,7.4304
1200,SAT,32.103012,35.20821,32.10304372,35.20824458,32.10309906,35.20838917,14.9616
1230,SAT,32.103065,35.20834,32.10304801,35.20828704,32.10306378,35.20849259,19.4623
1260,SAT,32.103035,35.208458,32.10304374,35.20838173,32.10302306,35.20859317,20.0702
1290,SAT,32.102978,35.20859,32.10300987,35.20850346,32.10298406,35.20869517,18.3048
1320,SAT,32.102936,35.208706,32.10296611,35.20862525,32.10294878,35.20879859,16.4589
1350,SAT,32.10289,35.20882,32.10292069,35.20874231,32.10290806,35.20889917,14.8578
1380,SAT,32.10284,35.20893,32.10287298,35.20885497,32.10286906,35.20900117,13.7933
1410,SAT,32.102802,35.209038,32.10282963,35.20896464,32.10283378,35.20910459,13.2048
1440,SAT,32.10276,35.209137,32.10278796,35.20906855,32.10279578,35.20920659,13.0463
1470,SAT,32.102707,35.209286,32.10274078,35.20919389,32.10275778,35.20930859,10.9803
1500,SAT,32.102684,35.20936,32.10270446,35.20929826,32.10271978,35.20941059,10.7285
1530,SAT,32.102642,35.209465,32.10266780,35.20939768,32.10268178,35.20951259,10.9468
1560,SAT,32.102596,35.209576,32.10262592,35.20950277,32.10264106,35.20961317,10.5459
1590,SAT,32.102554,35.20967,32.10258291,35.20960380,32.10259833,35.20971319,10.4568
1620,SAT,32.102577,35.20977,32.10257288,35.20970311,32.10256407,35.20981670,10.7554
1650,SAT,32.102493,35.209873,32.10253276,35.20980412,32.10253150,35.20991396,10.3591
1680,SAT,32.102493,35.20988,32.10250499,35.20985865,32.10249712,35.20998108,11.5776
1709,SAT,32.10248,35.209892,32.10248847,35.20988230,32.10248534,35.21003036,13.9663
1739,SAT,32.10242,35.20998,32.10245215,35.20993377,32.10248165,35.21006259,12.5837
1769,SAT,32.102432,35.21001,32.10243520,35.20998162,32.10246708,35.21008978,10.7989
1799,SAT,32.10243,35.21001,32.10243068,35.21000343,32.10245087,35.21011387,10.6541
1829,SAT,32.102432,35.21001,32.10243112,35.21000911,32.10244018,35.21012285,10.7727
1859,SAT,32.102406,35.210052,32.10241875,35.21003090,32.10246378,35.21014478,11.8509
1889,SAT,32.102448,35.21,32.10243077,35.21001982,32.10244863,35.21014951,12.3903
1919,SAT,32.102444,35.210007,32.10244039,35.21001020,32.10242507,35.21015034,13.3241
1949,SAT,32.10244,35.209984,32.10244165,35.20999564,32.10242875,35.21016744,16.2637
1979,SAT,32.10244,35.21005,32.10244061,35.21002028,32.10244206,35.21019012,16.0164
2009,SAT,32.102364,35.21015,32.10240218,35.21009065,32.10243868,35.21020544,11.5618
2039,SAT,32.10238,35.210133,32.10238326,35.21012516,32.10243979,35.21019176,8.8899
2069,SAT,32.102543,35.209984,32.10246079,35.21005865,32.10244653,35.21017335,10.9315
2099,VPR_FALLBACK,32.10241450669238,35.21008243265838,32.10245447,35.21005543,32.10245247,35.21015737,9.6151
2129,SAT,32.1025,35.210007,32.10247231,35.21003378,32.10245741,35.21014139,10.2825
2159,SAT,32.102486,35.209877,32.10248309,35.20995125,32.10246335,35.21012442,16.4765
2189,SAT,32.102516,35.209904,32.10250126,35.20991136,32.10246949,35.21010787,18.8651
2219,SAT,32.10242,35.20995,32.10246381,35.20992620,32.10247444,35.21009090,15.5759
2249,SAT,32.10249,35.209923,32.10246848,35.20992931,32.10248118,35.21007349,13.6690
2279,VPR_FALLBACK,32.10247237658621,35.20988177730126,32.10247306,35.20990528,32.10248712,35.21005651,14.3464
2309,VPR_FALLBACK,32.10247237658621,35.20988177730126,32.10247351,35.20988845,32.10297634,35.20987132,55.9989
2339,VPR_FALLBACK,32.10266727486189,35.209921727589595,32.10256993,35.20990275,32.10298259,35.20984947,46.2112
2369,SAT,32.103,35.20971,32.10280445,35.20981022,32.10296714,35.20983922,18.3157
2399,VPR_FALLBACK,32.102897628874366,35.20956592210451,32.10289492,35.20966854,32.10295370,35.20983098,16.6563
2429,VPR_FALLBACK,32.10283500926548,35.20958671861906,32.10287325,35.20960264,32.10293925,35.20982273,22.0167
2459,VPR_FALLBACK,32.1028685653708,35.209577224578105,32.10286284,35.20958274,32.10292636,35.20981318,22.8515
2489,VPR_FALLBACK,32.102823231212824,35.209591465639534,32.10284266,35.20958552,32.10291336,35.20980325,21.9881
2519,VPR_FALLBACK,32.10283500926548,35.20958671861906,32.10283515,35.20958717,32.10289991,35.20979400,20.7937
2549,VPR_FALLBACK,32.102808960558406,35.20959840422736,32.10282128,35.20959293,32.10288647,35.20978476,19.4903
2579,VPR_FALLBACK,32.102808960558406,35.20959840422736,32.10281263,35.20959676,32.10287402,35.20977452,18.1020
2609,VPR_FALLBACK,32.10279268990399,35.20960434281518,32.10280144,35.20960110,32.10286058,35.20976527,16.8229
2639,VPR_FALLBACK,32.10279268990399,35.20960434281518,32.10279515,35.20960344,32.10248231,35.20978924,38.9848
2669,VPR_FALLBACK,32.10275813379867,35.20961283685613,32.10277583,35.20960844,32.10248058,35.20978437,36.8165
2699,VPR_FALLBACK,32.10274084834777,35.20961539230925,32.10275466,35.20961284,32.10248015,35.20976968,33.9498
2729,VPR_FALLBACK,32.10272407029511,35.20961713932973,32.10273586,35.20961568,32.10248903,35.20976238,30.7631
2759,VPR_FALLBACK,32.1026955141898,35.20962163337068,32.10271279,35.20961905,32.10250191,35.20975007,26.5280
2789,VPR_FALLBACK,32.1026955141898,35.20962163337068,32.10270018,35.20962092,32.10250979,35.20972877,23.5082
2818,VPR_FALLBACK,32.1026955141898,35.20962163337068,32.10269623,35.20962152,32.10270533,35.20975928,13.0295
2848,NO_FIX,,,32.10269557,35.20962162,32.10270732,35.20975648,12.7839
2878,NO_FIX,,,32.10269551,35.20962163,32.10269961,35.20974704,11.8345
2908,VPR_FALLBACK,32.10265418003181,35.20963387443211,32.10267489,35.20962774,32.10257426,35.20973331,14.9861
2938,VPR_FALLBACK,32.10265418003181,35.20963387443211,32.10266031,35.20963206,32.10254744,35.20973845,16.0791
2968,VPR_FALLBACK,32.10265418003181,35.20963387443211,32.10265517,35.20963358,32.10252866,35.20974530,17.5874
2998,NO_FIX,,,32.10265426,35.20963385,32.10253567,35.20973965,16.5471
3028,NO_FIX,,,32.10265418,35.20963387,32.10254947,35.20972791,14.6457
3058,NO_FIX,,,32.10265418,35.20963387,32.10256249,35.20971942,13.0102
3088,NO_FIX,,,32.10265418,35.20963387,32.10255982,35.20971548,13.0211
3118,NO_FIX,,,32.10265418,35.20963387,32.10255860,35.20971022,12.8466
3148,NO_FIX,,,32.10265418,35.20963387,32.10257107,35.20970142,11.2329
3178,NO_FIX,,,32.10265418,35.20963387,32.10257708,35.20969777,10.4865
3208,NO_FIX,,,32.10265418,35.20963387,32.10257108,35.20970177,11.2502
3238,NO_FIX,,,32.10265418,35.20963387,32.10256608,35.20970577,11.9225
3268,NO_FIX,,,32.10265418,35.20963387,32.10256052,35.20970045,12.1702
3298,NO_FIX,,,32.10265418,35.20963387,32.10256887,35.20969286,11.0053
3328,NO_FIX,,,32.10265418,35.20963387,32.10257566,35.20968877,10.1589
3358,NO_FIX,,,32.10265418,35.20963387,32.10257744,35.20968751,9.9279
3388,NO_FIX,,,32.10265418,35.20963387,32.10257966,35.20968494,9.5916
3418,NO_FIX,,,32.10265418,35.20963387,32.10258100,35.20968400,9.4184
