frame_count,time_s,gt_lat,gt_lon,vpr_decision,vpr_lat,vpr_lon,vpr_error_m,sat_status,sat_lat,sat_lon,sat_error_m,sat_inliers,final_status,final_lat,final_lon,final_error_m
4377,145.997,32.10233135212994,35.21036897257559,FIX,32.1026015,35.2099421,50.25,ok,32.102303,35.210423,5.99,37,VPR_FIX,32.1026015,35.2099421,50.25
4407,146.998,32.10229910268402,35.21039285005706,FIX,32.1025962,35.2099719,51.67,ok,32.102333,35.210335,6.63,24,VPR_FIX,32.1025962,35.2099719,51.67
4437,147.999,32.10227460995407,35.21038507262625,FIX,32.102592,35.2099975,50.83,ok,32.102314,35.21044,6.79,27,VPR_FIX,32.102592,35.2099975,50.83
4467,149.0,32.10227460995407,35.21038607262625,NO_FIX,32.1025861,35.2100203,48.9,ransac_fail,,,,0,VPR_FALLBACK,32.1025861,35.2100203,48.9
4497,150.001,32.10227460995407,35.21038607262625,FIX,32.1025826,35.2100435,47.1,ransac_fail,,,,0,VPR_FIX,32.1025826,35.2100435,47.1
4527,151.002,32.102273609954075,35.21038607262625,NO_FIX,32.1025788,35.2100697,45.21,ransac_fail,,,,0,VPR_FALLBACK,32.1025788,35.2100697,45.21
4557,152.003,32.102273609954075,35.21038607262625,FIX,32.1025755,35.2101016,43.0,ransac_fail,,,,0,VPR_FIX,32.1025755,35.2101016,43.0
4587,153.003,32.102273609954075,35.21038607262625,FIX,32.1025683,35.2101074,42.04,ransac_fail,,,,0,VPR_FIX,32.1025683,35.2101074,42.04
4617,154.004,32.102273405366795,35.210387635241254,FIX,32.1025604,35.2101082,41.41,ransac_fail,,,,0,VPR_FIX,32.1025604,35.2101082,41.41
4647,155.005,32.10227320077952,35.210388197856254,FIX,32.1025508,35.2101045,40.88,ok,32.10239,35.210335,13.94,8,VPR_FIX,32.1025508,35.2101045,40.88
4677,156.006,32.102272996192255,35.210388760471254,FIX,32.1025399,35.2100953,40.61,ok,32.102352,35.21046,11.07,20,VPR_FIX,32.1025399,35.2100953,40.61
