frame_count,start_seconds,sat_status,sat_inliers,vpr_triggered,vpr_best_inliers,vpr_best_ratio,source,final_lat,final_lon,error_m,frame_seconds
7824,261.001,ok,57,False,0,0.0,SAT,32.106327,35.2058,35.982754796602585,0.45288870797958225
7854,262.001,ok,58,False,0,0.0,SAT,32.1063,35.205685,37.16852570307287,0.33949883305467665
7884,263.002,ok,49,False,0,0.0,SAT,32.106274,35.20561,34.97024349638513,0.4275021250359714
7914,264.003,ok,47,False,0,0.0,SAT,32.10625,35.205498,35.68082374509034,0.3557271669851616
7944,265.004,ok,49,False,0,0.0,SAT,32.10624,35.2054,35.394345101251496,0.41664483305066824
7974,266.005,ok,42,False,0,0.0,SAT,32.10621,35.20529,35.55933733597086,0.3783789169974625
8004,267.006,ok,47,False,0,0.0,SAT,32.106194,35.205208,33.364308652314214,0.3103099169675261
8034,268.007,ok,52,False,0,0.0,SAT,32.106213,35.205097,34.13568365084836,0.2623582090018317
8064,269.008,ok,45,False,0,0.0,SAT,32.10625,35.204975,35.316495660872846,0.3350041670491919
8094,270.009,ok,44,False,0,0.0,SAT,32.106323,35.204887,34.150565935395385,0.33696266706101596
8124,271.01,ok,42,False,0,0.0,SAT,32.10645,35.204792,36.232078251286254,0.583844167063944
8154,272.01,ok,44,False,0,0.0,SAT,32.10644,35.204697,33.45516371994464,0.33463041693903506
8184,273.011,ok,40,False,0,0.0,SAT,32.10644,35.2046,32.95839969970173,0.33630487497430295
8214,274.012,ok,39,False,0,0.0,SAT,32.106445,35.20447,35.124865668085,0.35370845906436443
8244,275.013,ok,36,False,0,0.0,SAT,32.106457,35.204365,35.124861881251846,0.33731166704092175
8274,276.014,ok,31,False,0,0.0,SAT,32.106457,35.204258,35.46031433254243,0.492771124932915
8304,277.015,ok,36,False,0,0.0,SAT,32.106487,35.20418,34.662443384240376,0.42534462502226233
8334,278.016,ok,33,False,0,0.0,SAT,32.106472,35.20405,36.494577760363974,0.37703979189973325
8363,278.983,ok,42,False,0,0.0,SAT,32.106487,35.203968,35.304202258503906,0.3086500000208616
8393,279.984,ok,33,False,0,0.0,SAT,32.106472,35.203842,36.44190430643894,0.322096333024092
8423,280.985,ok,39,False,0,0.0,SAT,32.106472,35.203724,38.73821828699821,0.4152352079981938
8453,281.986,ok,41,False,0,0.0,SAT,32.106464,35.203632,38.18178732554769,0.3506429170956835
8483,282.987,ok,43,False,0,0.0,SAT,32.106453,35.203514,40.55752218867016,0.31713070801924914
8513,283.988,ok,41,False,0,0.0,SAT,32.106285,35.203434,35.606769199829046,0.36281012499239296
8543,284.989,ok,49,False,0,0.0,SAT,32.105877,35.203472,28.029675045941826,0.4791161669418216
8573,285.99,ok,26,False,0,0.0,SAT,32.105564,35.20367,26.659468490225663,0.31297329207882285
8603,286.991,ok,9,False,0,0.0,SAT,32.10546,35.20373,34.28338759851094,0.37627770798280835
8633,287.991,ransac_fail,0,True,108,0.857,VPR_FALLBACK,32.10513252621065,35.2049075087369,78.98151888597201,1.4530418750364333
8663,288.992,ransac_fail,0,True,93,0.809,NO_FIX,,,,1.1186265420401469
8693,289.993,ransac_fail,0,True,104,0.86,VPR_FALLBACK,32.10513252621065,35.2049075087369,72.07973655187743,1.2150839579990134
8723,290.994,ok,10,False,0,0.0,SAT,32.10498,35.203907,40.855108394982764,0.28103595797438174
8753,291.995,ransac_fail,0,True,146,0.859,VPR_FALLBACK,32.104952234370984,35.20488506391934,53.75081304232916,0.9330085408873856
8783,292.996,ransac_fail,0,True,139,0.79,VPR_FALLBACK,32.104952234370984,35.20488506391934,48.98753003673995,0.8956605000421405
8813,293.997,ok,8,False,0,0.0,SAT,32.10479,35.20436,16.042115459934255,0.2707844580290839
8843,294.998,ok,9,False,0,0.0,SAT,32.10456,35.2039,58.44694998610562,0.26071408309508115
8873,295.999,ok,12,False,0,0.0,SAT,32.104446,35.204002,54.63330531421186,0.255064541939646
8903,296.999,ok,17,False,0,0.0,SAT,32.104378,35.20408,51.34030127518046,0.2971032920759171
8933,298.0,ok,13,False,0,0.0,SAT,32.10421,35.204227,50.80175994087529,0.27612533303909004
8963,299.001,ok,21,False,0,0.0,SAT,32.10416,35.20414,55.21491444215933,0.3151553749339655
8993,300.002,ok,11,False,0,0.0,SAT,32.10405,35.204426,47.589734643820854,0.27121287502814084
9023,301.003,ok,15,False,0,0.0,SAT,32.10397,35.204475,53.23261922684952,0.32558641699142754
9053,302.004,ok,9,False,0,0.0,SAT,32.103756,35.204384,74.50372006638706,0.2885517911054194
9083,303.005,ok,15,False,0,0.0,SAT,32.103794,35.204594,54.85813379067471,0.29887037503067404
9113,304.006,ok,16,False,0,0.0,SAT,32.10375,35.20462,52.20238910885018,0.377747124992311
9143,305.007,ok,14,False,0,0.0,SAT,32.10366,35.204666,53.26419547847836,0.27116658398881555
9173,306.008,ok,14,False,0,0.0,SAT,32.103592,35.2047,52.672614357237386,0.3021114169387147
9203,307.008,ransac_fail,0,True,272,0.925,VPR_FALLBACK,32.10403524711878,35.20486795548273,24.696521538619614,1.004822500050068
9233,308.009,ok,8,False,0,0.0,SAT,32.10046,35.203136,420.7051626186386,0.2767789160134271
9263,309.01,ransac_fail,0,True,147,0.774,VPR_FALLBACK,32.10381467102288,35.20568522037204,42.99979680802158,1.1979414999950677
9293,310.011,ransac_fail,0,True,147,0.7,VPR_FALLBACK,32.103635728623395,35.20567079077717,35.38233161917255,1.1285531669855118
9323,311.012,ransac_fail,0,True,155,0.68,NO_FIX,,,,1.1030708330217749
9353,312.013,ransac_fail,0,True,189,0.738,VPR_FALLBACK,32.103456970263565,35.20563339553956,22.42512077946226,1.040660958038643
9383,313.014,ransac_fail,0,True,199,0.734,VPR_FALLBACK,32.103456970263565,35.20563339553956,14.591935056384845,1.1540639159502462
9413,314.015,ok,9,False,0,0.0,SAT,32.103046,35.204735,86.07548172746549,0.2537369589554146
9443,315.016,ransac_fail,0,True,179,0.725,VPR_FALLBACK,32.103278389690225,35.2056015805102,12.414001132398027,1.125622791936621
9472,315.983,ok,21,False,0,0.0,SAT,32.10341,35.20608,19.284810813401652,0.2658487920416519
9502,316.984,ok,30,False,0,0.0,SAT,32.1036,35.20628,21.060312204845044,0.25726462493184954
9532,317.985,ok,24,False,0,0.0,SAT,32.103615,35.206406,33.09851398725841,0.2664215830154717
9562,318.986,ok,17,False,0,0.0,SAT,32.103634,35.20645,36.223415394327965,0.2627747500082478
9592,319.987,ok,23,False,0,0.0,SAT,32.10365,35.20655,37.8549039543958,0.26650987507309765
9622,320.988,ok,33,False,0,0.0,SAT,32.10367,35.206657,37.87807587701647,0.24407916702330112
9652,321.989,ok,37,False,0,0.0,SAT,32.10358,35.206707,41.75892383467032,0.3244377919472754
9682,322.989,ok,27,False,0,0.0,SAT,32.10351,35.20678,41.95186562543001,0.25259974994696677
9712,323.99,ok,30,False,0,0.0,SAT,32.10366,35.20694,31.840973799419924,0.24953033297788352
9742,324.991,ok,38,False,0,0.0,SAT,32.103825,35.207047,28.961169738645022,0.23992112500127405
9772,325.992,ok,26,False,0,0.0,SAT,32.103855,35.207123,31.923973293267892,0.2638095000293106
9802,326.993,ok,26,False,0,0.0,SAT,32.10388,35.20723,32.704483418687,0.25638399994932115
9832,327.994,ok,25,False,0,0.0,SAT,32.103916,35.207317,31.59179014596949,0.236304874997586
9862,328.995,ok,22,False,0,0.0,SAT,32.10394,35.20746,34.26970643547178,0.26330491702537984
9892,329.996,ok,29,False,0,0.0,SAT,32.103893,35.207535,36.813341150394486,0.26204029098153114
9922,330.997,ok,22,False,0,0.0,SAT,32.103905,35.207634,33.75202768650857,0.23783700005151331
9952,331.998,ok,22,False,0,0.0,SAT,32.103928,35.20774,32.377678436986436,0.31744991696905345
9982,332.998,ok,16,False,0,0.0,SAT,32.10399,35.20789,32.135254913638704,0.27487445808947086
10012,333.999,ok,16,False,0,0.0,SAT,32.10398,35.20796,32.04723089605833,0.24110916594509035
10042,335.0,ok,18,False,0,0.0,SAT,32.10398,35.208046,32.506133727927434,0.2718892080010846
10072,336.001,ok,8,False,0,0.0,SAT,32.104023,35.208286,39.88032204992354,0.24809420807287097
10102,337.002,ransac_fail,0,True,6,0.162,NO_FIX,,,,1.1888942499645054
10132,338.003,ransac_fail,0,True,114,0.564,NO_FIX,,,,1.0202164999209344
10162,339.004,ransac_fail,0,True,99,0.516,NO_FIX,,,,0.9125809170072898
10192,340.005,ransac_fail,0,True,85,0.515,NO_FIX,,,,0.8715749579714611
10222,341.006,ok,9,False,0,0.0,SAT,32.10385,35.208782,34.844271855836446,0.42659358389209956
10252,342.007,ransac_fail,0,True,76,0.571,NO_FIX,,,,1.152054916950874
10282,343.007,ransac_fail,0,True,48,0.364,NO_FIX,,,,1.0718571250326931
10312,344.008,ok,8,False,0,0.0,SAT,32.103615,35.208736,28.48792064795489,0.259455791907385
10342,345.009,ransac_fail,0,True,42,0.393,NO_FIX,,,,1.3202236250508577
10372,346.01,ok,16,False,0,0.0,SAT,32.103596,35.208897,25.628790537745616,0.2698926670709625
10402,347.011,ok,16,False,0,0.0,SAT,32.103527,35.208984,30.501111874937614,0.2761458749882877
10432,348.012,ok,26,False,0,0.0,SAT,32.10353,35.20912,26.57290837990044,0.2853702079737559
10462,349.013,ok,15,False,0,0.0,SAT,32.10353,35.20918,25.46590645082135,0.2663091249996796
10492,350.014,ok,27,False,0,0.0,SAT,32.103504,35.209282,26.78862206689027,0.2707466670544818
10522,351.015,ok,40,False,0,0.0,SAT,32.10348,35.209385,25.4659077969586,0.3326084999134764
10552,352.016,ransac_fail,0,True,198,0.846,VPR_FALLBACK,32.1032833983594,35.20859971425026,93.42501765058893,1.4915196659276262
10582,353.016,ransac_fail,0,True,293,0.997,VPR_FALLBACK,32.1032833983594,35.20859971425026,83.32625461081419,1.4952478340128437
10611,353.984,ok,24,False,0,0.0,SAT,32.103096,35.20922,26.40643384313936,0.389987500035204
10641,354.985,ok,23,False,0,0.0,SAT,32.103027,35.209286,25.83176883987832,0.5241976249963045
10671,355.986,ok,17,False,0,0.0,SAT,32.10295,35.20935,26.63778284301978,0.4741362089989707
10701,356.987,ok,27,False,0,0.0,SAT,32.102875,35.20941,26.35700020348093,0.676138540962711
10731,357.988,ok,21,False,0,0.0,SAT,32.102806,35.209476,25.53080037883759,0.6276364169316366
10761,358.988,ok,25,False,0,0.0,SAT,32.102722,35.20954,27.175585845280192,0.5839548750082031
10791,359.989,ok,24,False,0,0.0,SAT,32.10269,35.209713,21.38242027920725,0.3829276250908151
10821,360.99,ok,14,False,0,0.0,SAT,32.10266,35.209774,23.05616529467378,0.35552216693758965
10851,361.991,ok,16,False,0,0.0,SAT,32.102623,35.209827,22.03138093718166,0.7568597090430558
10881,362.992,ok,15,False,0,0.0,SAT,32.102543,35.209892,21.6338812923919,0.37745870801154524
10911,363.993,ok,13,False,0,0.0,SAT,32.102425,35.21001,20.467216884719182,0.34699604206252843
10941,364.994,ok,17,False,0,0.0,SAT,32.10236,35.21012,16.83836924411453,0.33938270795624703
10971,365.995,ok,18,False,0,0.0,SAT,32.102287,35.21011,21.19344061683649,0.3777507080230862
11001,366.996,ok,22,False,0,0.0,SAT,32.102192,35.210136,22.26519593976208,0.34330058307386935
11031,367.997,ok,21,False,0,0.0,SAT,32.1021,35.21016,21.15937710174488,0.316234250087291
11061,368.997,ok,16,False,0,0.0,SAT,32.102005,35.210217,20.2695225253646,0.3758378749480471
11091,369.998,ok,14,False,0,0.0,SAT,32.10194,35.210285,18.600099501116397,0.5395377080421895
11121,370.999,ok,12,False,0,0.0,SAT,32.101826,35.210346,21.034546307997477,0.3652208329876885
11151,372.0,ok,10,False,0,0.0,SAT,32.10182,35.210373,15.968154771015715,0.43452270794659853
11181,373.001,ok,13,False,0,0.0,SAT,32.101673,35.210434,20.931125531990286,0.3898510839790106
11211,374.002,ok,9,False,0,0.0,SAT,32.10163,35.210556,13.69881814556461,0.409874583943747
11241,375.003,ransac_fail,0,True,129,0.806,VPR_FALLBACK,32.101404923989406,35.20969246043993,95.94164779877131,1.6056625839555636
11271,376.004,ok,8,False,0,0.0,SAT,32.101406,35.210632,21.21567151984806,0.5605676670093089
11301,377.005,ok,8,False,0,0.0,SAT,32.101112,35.210346,57.706968140883816,0.42485766706522554
11331,378.006,ok,9,False,0,0.0,SAT,32.101616,35.210876,23.70952621429051,0.3881691249553114
11361,379.006,ok,8,False,0,0.0,SAT,32.10118,35.210728,17.81740045746301,0.4078861669404432
11391,380.007,ok,9,False,0,0.0,SAT,32.10109,35.210785,16.532802257300908,0.36337183392606676
11421,381.008,ok,17,False,0,0.0,SAT,32.100998,35.210827,16.65873917593911,0.4513707500882447
11451,382.009,ransac_fail,0,True,52,0.712,NO_FIX,,,,1.6081386669538915
11481,383.01,ransac_fail,0,True,57,0.687,NO_FIX,,,,1.6084154580021277
11511,384.011,ransac_fail,0,True,7,0.135,NO_FIX,,,,1.509345000027679
11541,385.012,ransac_fail,0,True,8,0.2,NO_FIX,,,,1.4404484169790521
11571,386.013,ok,31,False,0,0.0,SAT,32.10226,35.21031,5.465392912641678,0.6142272499855608
11601,387.014,ok,27,False,0,0.0,SAT,32.1023,35.210293,6.599120325578451,0.6409270840231329
11631,388.015,ok,22,False,0,0.0,SAT,32.102356,35.210266,9.003049947977479,0.35386037500575185
11661,389.015,ok,19,False,0,0.0,SAT,32.102436,35.210255,9.391225208293198,0.3734580830205232
11691,390.016,ok,18,False,0,0.0,SAT,32.102554,35.210255,8.785691213136449,0.33830562501680106
11720,390.984,ok,23,False,0,0.0,SAT,32.102596,35.210194,9.795640612036818,0.38839325006119907
11750,391.985,ok,35,False,0,0.0,SAT,32.10271,35.21017,8.508846568476724,0.4565754580544308
11780,392.986,ok,28,False,0,0.0,SAT,32.102795,35.210163,7.028432237072399,0.5009543329942971
11810,393.987,ok,23,False,0,0.0,SAT,32.102863,35.210087,7.2348908383555,0.3445739580783993
11840,394.987,ok,14,False,0,0.0,SAT,32.102993,35.210056,11.505771313214332,0.3460245829774067
11870,395.988,ok,26,False,0,0.0,SAT,32.103046,35.21007,8.352043393377459,0.470463499892503
11900,396.989,ok,27,False,0,0.0,SAT,32.103127,35.209972,8.167473070402806,0.3478084580274299
11930,397.99,ok,29,False,0,0.0,SAT,32.103207,35.20995,7.719505557087705,0.5992354169720784
11960,398.991,ok,38,False,0,0.0,SAT,32.103302,35.20991,8.94662659448753,0.41732087498530746
11990,399.992,ok,46,False,0,0.0,SAT,32.10337,35.209877,7.245987559708342,0.495920000015758
12020,400.993,ok,50,False,0,0.0,SAT,32.10348,35.209976,7.77149150723144,0.5908551670145243
12050,401.994,ok,41,False,0,0.0,SAT,32.103584,35.20996,8.352040113710418,0.6106884169857949
12080,402.995,ok,25,False,0,0.0,SAT,32.103672,35.21001,7.677484985559945,0.420638749958016
12110,403.996,ok,20,False,0,0.0,SAT,32.103745,35.210182,10.247301000420855,0.3549559999955818
12140,404.996,ok,29,False,0,0.0,SAT,32.103832,35.21016,6.379901277628634,0.34964508295524865
12170,405.997,ok,29,False,0,0.0,SAT,32.10392,35.21017,6.618808008048293,0.37636741693131626
12200,406.998,ransac_fail,0,True,277,0.965,VPR_FALLBACK,32.10375250497715,35.21064002580936,33.81527589692413,1.4092744999798015
12230,407.999,ok,22,False,0,0.0,SAT,32.103817,35.21078,11.932371852538184,0.3418814579490572
12260,409.0,ok,17,False,0,0.0,SAT,32.10369,35.21098,10.02491859338792,0.3339637090684846
12290,410.001,ok,13,False,0,0.0,SAT,32.103523,35.211147,16.695845338653474,0.3448763749329373
12320,411.002,ok,15,False,0,0.0,SAT,32.103573,35.21121,5.771106554380361,0.37475974997505546
12350,412.003,ok,20,False,0,0.0,SAT,32.103573,35.211338,8.284367409419058,0.2743767079664394
12380,413.004,ok,16,False,0,0.0,SAT,32.103596,35.21145,9.002928147390755,0.38370108290109783
12410,414.005,ok,23,False,0,0.0,SAT,32.103573,35.21152,7.2112372156792865,0.34887062502093613
12440,415.005,ok,15,False,0,0.0,SAT,32.10359,35.211617,6.612155429002228,0.5608195409877226
12470,416.006,ok,11,False,0,0.0,SAT,32.103603,35.211727,6.68328421920221,0.39535566698759794
12500,417.007,ransac_fail,0,True,202,0.856,VPR_FALLBACK,32.10403716642069,35.21163619676641,45.46419801157004,1.4289516669232398
12530,418.008,ok,8,False,0,0.0,SAT,32.103626,35.211937,6.612153593330629,0.3751390000106767
12560,419.009,ok,8,False,0,0.0,SAT,32.103573,35.212013,11.821178493185727,0.3507004170678556
12590,420.01,ransac_fail,0,True,204,0.903,VPR_FALLBACK,32.10416833090576,35.21191027349218,56.45844856345471,1.3869829999748617
12620,421.011,ransac_fail,0,True,177,0.937,VPR_FALLBACK,32.104131112292364,35.211815604921945,60.54354021613497,1.4150847919518128
12650,422.012,ransac_fail,0,True,134,0.893,VPR_FALLBACK,32.1044146711431,35.21247166066962,80.19123607146044,1.6437657080823556
12680,423.013,ransac_fail,0,True,105,0.861,VPR_FALLBACK,32.10449667114313,35.21265966066961,89.45131255487927,1.627798332949169
12710,424.014,ok,8,False,0,0.0,SAT,32.102833,35.211693,126.25356580207001,0.4718226660043001
12740,425.014,ransac_fail,0,True,6,0.207,NO_FIX,,,,1.5066839159699157
12770,426.015,ransac_fail,0,True,7,0.226,NO_FIX,,,,1.4297379578929394
12800,427.016,ransac_fail,0,True,6,0.231,NO_FIX,,,,1.4398288748925552
12829,427.984,ransac_fail,0,True,241,0.889,VPR_FALLBACK,32.1044146711431,35.21247166066962,74.12894201912741,1.6610448750434443
12859,428.985,ransac_fail,0,True,217,0.882,VPR_FALLBACK,32.1044146711431,35.21247166066962,55.9561127342832,2.4649780839681625
12889,429.986,ransac_fail,0,True,8,0.178,NO_FIX,,,,1.3387852500891313
12919,430.986,ransac_fail,0,True,7,0.152,NO_FIX,,,,1.4893646670971066
12949,431.987,ransac_fail,0,True,7,0.125,NO_FIX,,,,1.578098916914314
12979,432.988,ok,23,False,0,0.0,SAT,32.104332,35.211662,19.128272750290833,0.4276937081012875
13009,433.989,ok,31,False,0,0.0,SAT,32.10431,35.21155,8.791208916295833,0.831201458000578
13039,434.99,ok,28,False,0,0.0,SAT,32.104275,35.21146,5.8478419134242685,0.3893261249177158
13069,435.991,ok,39,False,0,0.0,SAT,32.104343,35.211353,6.908787659501895,0.49664479098282754
13099,436.992,ok,40,False,0,0.0,SAT,32.104374,35.211254,7.211193687901972,0.3473508330062032
13129,437.993,ok,37,False,0,0.0,SAT,32.10442,35.21115,8.785582640486759,0.47746441699564457
13159,438.994,ok,26,False,0,0.0,SAT,32.104446,35.211056,8.278327062445243,0.35185608302708715
13189,439.995,ok,37,False,0,0.0,SAT,32.104477,35.210957,8.577704089534942,0.6896298748906702
13219,440.995,ok,39,False,0,0.0,SAT,32.10451,35.210842,9.81581314404484,0.4795554999727756
13249,441.996,ok,37,False,0,0.0,SAT,32.10455,35.21075,9.89800692359833,0.5149207919603214
13279,442.997,ok,36,False,0,0.0,SAT,32.104565,35.210655,8.981038105028432,0.5039721248904243
13309,443.998,ok,29,False,0,0.0,SAT,32.104416,35.210506,13.723861300313235,0.4082124999258667
13339,444.999,ok,23,False,0,0.0,SAT,32.104347,35.21039,10.389245536239894,0.3959962909575552
13369,446.0,ok,24,False,0,0.0,SAT,32.10433,35.210304,9.471386920716137,0.39066620892845094
13399,447.001,ok,24,False,0,0.0,SAT,32.10433,35.2102,9.771267363621225,0.3266893340041861
13429,448.002,ok,23,False,0,0.0,SAT,32.1041,35.210148,13.445049063018875,0.36289933300577104
13459,449.003,ok,19,False,0,0.0,SAT,32.103996,35.210102,9.012685670855289,0.44819612498395145
13489,450.004,ok,11,False,0,0.0,SAT,32.104084,35.209915,15.411248831329171,0.33047437493223697
13519,451.004,ok,12,False,0,0.0,SAT,32.104053,35.209827,11.635514752208525,0.36597374989651144
13549,452.005,ok,25,False,0,0.0,SAT,32.10403,35.209736,10.998331223709208,0.6582348750671372
13579,453.006,ok,34,False,0,0.0,SAT,32.10402,35.209633,11.159235866264968,0.6226635830244049
13609,454.007,ok,29,False,0,0.0,SAT,32.10393,35.20956,10.437210670583966,0.5172141250222921
13639,455.008,ok,31,False,0,0.0,SAT,32.103863,35.2095,9.130585500896773,0.5908104580594227
13669,456.009,ok,38,False,0,0.0,SAT,32.103775,35.209446,7.956071971624397,0.528806957998313
13699,457.01,ok,43,False,0,0.0,SAT,32.1037,35.209354,10.157035367065465,0.5161327919922769
13729,458.011,ok,46,False,0,0.0,SAT,32.103653,35.209255,11.351536892893447,0.6443156249588355
13759,459.012,ok,30,False,0,0.0,SAT,32.10359,35.20918,10.437244608892927,0.48823312495369464
13789,460.012,ok,31,False,0,0.0,SAT,32.10355,35.209084,10.62955139326255,0.38607204204890877
13819,461.013,ok,34,False,0,0.0,SAT,32.103485,35.20898,12.422609567074517,0.41295362496748567
13849,462.014,ok,28,False,0,0.0,SAT,32.10358,35.20884,15.458410889074969,0.5061543339397758
13879,463.015,ok,23,False,0,0.0,SAT,32.103657,35.20866,18.733219431450905,0.3766410839743912
13909,464.016,ok,19,False,0,0.0,SAT,32.10374,35.20854,18.053132340712637,0.5696737500838935
13938,464.984,ok,18,False,0,0.0,SAT,32.103695,35.208416,18.38968952355362,0.4043106660246849
13968,465.985,ok,16,False,0,0.0,SAT,32.103687,35.2083,19.443217726317236,0.41925137501675636
13998,466.985,ok,19,False,0,0.0,SAT,32.103676,35.20817,21.979623896466265,0.40406829200219363
14028,467.986,ok,21,False,0,0.0,SAT,32.103657,35.208057,22.80488900320616,0.42956795799545944
14058,468.987,ok,18,False,0,0.0,SAT,32.103657,35.207966,21.62052710978874,0.41016283293720335
14088,469.988,ok,22,False,0,0.0,SAT,32.103695,35.207863,21.564613648853243,0.39742587495129555
14118,470.989,ok,24,False,0,0.0,SAT,32.103672,35.207752,21.687149168363103,0.41334179090335965
14148,471.99,ok,27,False,0,0.0,SAT,32.103664,35.207653,21.3756417558603,0.38980433403048664
14178,472.991,ok,38,False,0,0.0,SAT,32.103653,35.207546,21.3291945240003,0.47953137499280274
14208,473.992,ok,42,False,0,0.0,SAT,32.103657,35.20743,22.499622971558026,0.36619949992746115
14238,474.993,ok,39,False,0,0.0,SAT,32.103626,35.20731,23.74506530444462,0.3151215829420835
14268,475.994,ok,44,False,0,0.0,SAT,32.103664,35.2072,24.757465689373152,0.3913709159241989
14298,476.994,ok,40,False,0,0.0,SAT,32.103657,35.2071,23.83601730654581,0.35505158407613635
14328,477.995,ok,39,False,0,0.0,SAT,32.10365,35.20698,25.46852016454099,0.3865981249837205
14358,478.996,ok,29,False,0,0.0,SAT,32.10337,35.20694,25.200874443082782,0.3959060839843005
14388,479.997,ransac_fail,0,True,357,0.975,VPR_FALLBACK,32.10305515025262,35.20766313158824,45.6727791201335,1.1213962089968845
14418,480.998,ok,14,False,0,0.0,SAT,32.102814,35.207767,27.49123122185922,0.3710516249993816
14448,481.999,ok,9,False,0,0.0,SAT,32.10262,35.207844,28.023833620841067,0.4342615839559585
14478,483.0,ransac_fail,0,True,319,0.976,VPR_FALLBACK,32.10278580337159,35.20765288516108,15.08131330058471,1.0786468340083957
14508,484.001,ok,8,False,0,0.0,SAT,32.10257,35.208103,24.45869192099418,0.3695769580081105
14538,485.002,ransac_fail,0,True,377,0.979,VPR_FALLBACK,32.10285212447345,35.20835771210246,24.358637271816878,1.0470854160375893
14568,486.002,ransac_fail,0,True,341,0.961,VPR_FALLBACK,32.10285212447345,35.20835771210246,8.743317113455683,1.0244425419950858
14598,487.003,ransac_fail,0,True,289,0.983,VPR_FALLBACK,32.10285510834215,35.208578521777476,3.3416412454929203,1.3491300829919055
14628,488.004,ok,25,False,0,0.0,SAT,32.103035,35.208736,5.988474769689472,0.6143823750317097
14658,489.005,ok,19,False,0,0.0,SAT,32.10293,35.20879,4.936928240994794,0.42188116698525846
14688,490.006,ok,30,False,0,0.0,SAT,32.103027,35.20893,7.852460180594582,0.6319156660465524
14718,491.007,ok,24,False,0,0.0,SAT,32.103012,35.20903,1.6695889086585114,0.40299199998844415
14748,492.008,ok,25,False,0,0.0,SAT,32.103012,35.209133,2.2261185784837156,0.40322112501598895
14778,493.009,ok,37,False,0,0.0,SAT,32.102993,35.20925,3.0004587802344433,0.40111054095905274
14808,494.01,ok,32,False,0,0.0,SAT,32.102985,35.209362,3.265199701852004,0.3671045829541981
14838,495.011,ok,30,False,0,0.0,SAT,32.102974,35.209473,3.956906194746109,0.3486033750232309
14868,496.011,ok,21,False,0,0.0,SAT,32.10296,35.209583,4.695585655363442,0.4068713749293238
14898,497.012,ok,22,False,0,0.0,SAT,32.102955,35.209686,4.7528425227305435,0.29534220800269395
14928,498.013,ok,15,False,0,0.0,SAT,32.102947,35.209755,1.3732770854726593,0.3192216249881312
14958,499.014,ok,18,False,0,0.0,SAT,32.10294,35.2099,4.7528432912694285,0.5653012919938192
14988,500.015,ok,16,False,0,0.0,SAT,32.10292,35.210026,6.834660066253563,0.3822623749729246
15018,501.016,ok,13,False,0,0.0,SAT,32.10302,35.209984,13.535803281763506,0.5523557499982417
15047,501.983,ransac_fail,0,True,146,0.635,NO_FIX,,,,1.610615957994014
15077,502.984,ransac_fail,0,True,164,0.68,NO_FIX,,,,1.60592262505088
15107,503.985,ok,12,False,0,0.0,SAT,32.103474,35.210133,35.113369799707066,0.4665237079607323
15137,504.986,ransac_fail,0,True,277,0.914,VPR_FALLBACK,32.10374106915552,35.209710016465586,56.26056239829909,1.6378091250080615
15167,505.987,ok,17,False,0,0.0,SAT,32.10371,35.21004,8.566191545442795,0.39978270896244794
15197,506.988,ok,19,False,0,0.0,SAT,32.10374,35.210033,0.8354096907768769,0.3907517089974135
15227,507.989,ok,35,False,0,0.0,SAT,32.103867,35.210056,4.684981704771591,0.6242314169649035
15257,508.99,ok,37,False,0,0.0,SAT,32.103962,35.210083,5.955974732981664,0.5708348751068115
15287,509.991,ok,25,False,0,0.0,SAT,32.104034,35.21011,5.53402238596761,0.28274895797949284
15317,510.992,ok,15,False,0,0.0,SAT,32.10404,35.210365,11.159233556384939,0.4268293329514563
15347,511.992,ok,20,False,0,0.0,SAT,32.104107,35.210384,3.8218514142588123,0.44529825006611645
15377,512.993,ok,14,False,0,0.0,SAT,32.104187,35.210464,5.955974679257494,0.4485223750816658
15407,513.994,ok,21,False,0,0.0,SAT,32.104202,35.210613,5.465294255715144,0.44913579104468226
15437,514.995,ok,20,False,0,0.0,SAT,32.104263,35.210674,4.381474795794161,0.35086954198777676
15467,515.996,ok,20,False,0,0.0,SAT,32.104324,35.21075,4.483645442334241,0.40282058401498944
15497,516.997,ok,31,False,0,0.0,SAT,32.10439,35.21083,4.576771274540195,0.45102645899169147
15527,517.998,ok,27,False,0,0.0,SAT,32.10446,35.210896,5.005446424241389,0.3686122909421101
15557,518.999,ok,31,False,0,0.0,SAT,32.10453,35.210968,5.624938210738298,0.6205792920663953
15587,520.0,ok,10,False,0,0.0,SAT,32.10449,35.21112,4.638736246740087,0.37874912505503744
15617,521.001,ok,17,False,0,0.0,SAT,32.104534,35.21121,3.058370939799379,0.4153092079795897
15647,522.001,ok,13,False,0,0.0,SAT,32.104588,35.21131,4.2239051287486395,0.5300468329805881
15677,523.002,ok,15,False,0,0.0,SAT,32.104668,35.211407,7.378688824153141,0.4056282499805093
15707,524.003,ok,15,False,0,0.0,SAT,32.104702,35.211544,8.881545811919857,0.43012691696640104
15737,525.004,ok,10,False,0,0.0,SAT,32.104744,35.211605,6.321985362488837,0.510879790992476
15767,526.005,ok,19,False,0,0.0,SAT,32.104816,35.211708,9.058416329961837,0.38879266707226634
15797,527.006,ok,17,False,0,0.0,SAT,32.10496,35.211887,22.35261414184643,0.437124416930601
