frame_count,start_seconds,sat_status,sat_inliers,vpr_triggered,vpr_best_inliers,vpr_best_ratio,source,raw_final_lat,raw_final_lon,raw_error_m,smoothed_lat,smoothed_lon,smoothed_error_m,frame_seconds
750,24.989,no_position_yet,0,True,166,0.772,VPR_FALLBACK,32.10259336565786,35.20973036565786,7.282982508800877,32.10259336565786,35.20973036565786,7.282982508800877,0.7869623339502141
780,25.99,low_alt,0,True,203,0.832,VPR_FALLBACK,32.10259336565786,35.20973036565786,7.186494155652856,32.10259336565786,35.20973036565786,7.186494155652856,0.5930245410418138
810,26.99,low_alt,0,True,204,0.747,VPR_FALLBACK,32.10259296991612,35.209727969916116,6.772731344875288,32.10259321481311,35.20972945247379,6.912041004032158,0.556767417001538
840,27.991,low_alt,0,True,177,0.7,NO_FIX,,,,32.10259311947262,35.20972887530144,7.127812080090459,0.5644179580267519
870,28.992,low_alt,0,True,99,0.454,NO_FIX,,,,32.102593053941625,35.20972847858981,7.770691668494559,0.7773827080382034
900,29.993,low_alt,0,True,77,0.43,NO_FIX,,,,32.10259301167631,35.209728222724024,8.7008909843094,0.7103977500228211
930,30.994,no_heading_yet,0,True,115,0.567,NO_FIX,,,,32.10259298784964,35.20972807848209,9.950824444293767,0.7149472499731928
960,31.995,no_heading_yet,0,True,118,0.578,NO_FIX,,,,32.102592976485646,35.209728009686714,11.190028955124845,0.642360124969855
990,32.996,no_heading_yet,0,True,11,0.167,NO_FIX,,,,32.10259297195648,35.20972798226808,12.442961655312626,0.6610423329984769
1020,33.997,no_heading_yet,0,True,76,0.589,NO_FIX,,,,32.102592970352376,35.20972797255714,13.908466268650338,0.6380594169022515
1050,34.998,no_heading_yet,0,True,86,0.628,NO_FIX,,,,32.102592969916124,35.209727969916116,15.19389448893758,0.5533667920390144
1080,35.999,no_heading_yet,0,True,90,0.667,NO_FIX,,,,32.102592969916124,35.209727969916116,16.450373770752467,0.4927181249950081
1110,36.999,no_heading_yet,0,True,75,0.658,NO_FIX,,,,32.102592969916124,35.209727969916116,17.9502700005374,0.4560030000284314
1140,38.0,no_heading_yet,0,True,94,0.696,NO_FIX,,,,32.102592969916124,35.209727969916116,19.587915079099016,0.6337698340648785
1170,39.001,no_heading_yet,0,True,116,0.725,VPR_FALLBACK,32.10287402333006,35.20977451603947,19.97178725570614,32.10267311361275,35.20974124276108,15.368472514343894,0.5540987090207636
1200,40.002,no_heading_yet,0,True,107,0.682,NO_FIX,,,,32.102746593790236,35.209753412040065,13.995205086305672,0.6316715000430122
1230,41.003,no_heading_yet,0,True,131,0.716,VPR_FALLBACK,32.1029133596365,35.20980324725015,23.070388032549186,32.10281444412737,35.209770984112325,15.899494434909847,0.40432391595095396
1260,42.004,no_heading_yet,0,True,129,0.717,VPR_FALLBACK,32.102926356890805,35.20981318286249,24.103517235192378,32.10286512711743,35.20978740569844,18.887422194860747,0.4852247500093654
1290,43.005,no_heading_yet,0,True,163,0.799,VPR_FALLBACK,32.10295369594295,35.20983097846084,26.852111045671986,32.10290423148443,35.20980417688764,21.99181129230781,0.5152488329913467
1320,44.006,no_heading_yet,0,True,166,0.783,VPR_FALLBACK,32.102926356890805,35.20981318286249,23.652637879506262,32.102920487131215,35.20981102324303,23.193294722052393,0.4617551669944078
1350,45.007,no_heading_yet,0,True,189,0.801,VPR_FALLBACK,32.10295369594295,35.20983097846084,26.21113532297538,32.102934659315046,35.20981895424367,24.30607604868309,0.4874124579364434
1380,46.007,no_heading_yet,0,True,195,0.841,VPR_FALLBACK,32.10293925050747,35.20982273472395,24.451822592507124,32.102939092007084,35.20982182391444,24.364828068498788,0.6258167080814019
1410,47.008,no_heading_yet,0,True,219,0.852,VPR_FALLBACK,32.10295369594295,35.20983097846084,25.536123921608226,32.10294454391187,35.209825282035595,24.733140447694954,0.5408041250193492
1440,48.009,no_heading_yet,0,True,214,0.839,VPR_FALLBACK,32.10295369594295,35.20983097846084,25.761811147342456,32.102948247358604,35.20982765436971,25.31593714696414,0.6183011250104755
1470,49.01,no_heading_yet,0,True,223,0.871,VPR_FALLBACK,32.10295369594295,35.20983097846084,26.03137629268872,32.1029507647717,35.20982922019652,25.811588359154758,0.43830137501936406
1500,50.011,no_heading_yet,0,True,221,0.874,VPR_FALLBACK,32.10295369594295,35.20983097846084,26.303476273907524,32.102952296151145,35.209830149723096,26.207824295515564,0.4114430829649791
1530,51.012,no_heading_yet,0,True,223,0.868,VPR_FALLBACK,32.10295369594295,35.20983097846084,26.76508786460818,32.10295311487321,35.20983063796327,26.72929001909149,0.4243684590328485
1560,52.013,no_heading_yet,0,True,220,0.824,VPR_FALLBACK,32.10227460995407,35.21038607262625,109.72282525091374,32.10275984027187,35.20998914325866,47.322763750581046,0.4748794159386307
1590,53.014,no_heading_yet,0,True,242,0.849,VPR_FALLBACK,32.10227460995407,35.21038607262625,111.20052588510589,32.10258244879948,35.21013435967054,70.8102741930274,0.4106307500042021
1620,54.015,no_heading_yet,0,True,271,0.919,VPR_FALLBACK,32.10227460995407,35.21038607262625,112.66753811668526,32.10244565284159,35.21024623772847,90.03388607318202,0.6043843749212101
1650,55.016,no_heading_yet,0,True,295,0.97,VPR_FALLBACK,32.10227460995407,35.21038607262625,114.20808925260897,32.10235701183134,35.21031871620594,103.25882677152735,0.6510457498952746
1680,56.016,no_heading_yet,0,True,316,0.981,VPR_FALLBACK,32.10227460995407,35.21038607262625,115.80567735897655,32.102308726135426,35.210358185593485,111.26125951233333,0.6057438750285655
1709,56.984,no_heading_yet,0,True,340,0.994,VPR_FALLBACK,32.10227460995407,35.21038607262625,117.35701237393914,32.102286619332936,35.21037625599588,115.7547418328558,0.6033998749917373
1739,57.985,no_heading_yet,0,True,351,0.994,VPR_FALLBACK,32.10227460995407,35.21038607262625,118.96529836267769,32.10227811118526,35.210383210672035,118.49757648741979,0.6766125840367749
1769,58.986,no_heading_yet,0,True,352,0.994,VPR_FALLBACK,32.10227460995407,35.21038607262625,120.57869923715819,32.10227535856843,35.21038546069864,120.47858448288531,0.6321412089746445
1799,59.987,no_heading_yet,0,True,355,0.975,VPR_FALLBACK,32.10227460995407,35.21038607262625,122.19701239594235,32.10227460995407,35.21038607262625,122.19701239594235,0.5412317920709029
1829,60.988,no_heading_yet,0,True,367,0.989,VPR_FALLBACK,32.10227460995407,35.21038607262625,123.82004523025353,32.10227460995407,35.21038607262625,123.82004523025353,0.6246515830280259
1859,61.988,no_heading_yet,0,True,360,0.978,VPR_FALLBACK,32.10227460995407,35.21038607262625,125.3950433116129,32.10227460995407,35.21038607262625,125.3950433116129,0.4682499159825966
1889,62.989,no_heading_yet,0,True,357,0.989,VPR_FALLBACK,32.10227460995407,35.21038607262625,126.97413178153833,32.10227460995407,35.21038607262625,126.97413178153833,0.48184137500356883
